CpGmarker,CoefficientTraining
cg24173182,Age-hyper
cg00002033,Age-hyper
cg15066416,Age-hyper
cg10556064,Age-hyper
cg10427868,Age-hyper
cg12025310,Age-hyper
cg24541835,Age-hyper
cg04768479,Age-hyper
cg11510523,Age-hyper
cg04507915,Age-hyper
cg18455390,Age-hyper
cg03734874,Age-hyper
cg17971015,Age-hyper
cg04123310,Age-hyper
cg11312495,Age-hyper
cg19122206,Age-hyper
cg05423393,Age-hyper
cg10107050,Age-hyper
cg20544651,Age-hyper
cg10210806,Age-hyper
cg26114043,Age-hyper
cg06111140,Age-hyper
cg22330763,Age-hyper
cg15774153,Age-hyper
cg04436994,Age-hyper
cg06938705,Age-hyper
cg00750428,Age-hyper
cg26416971,Age-hyper
cg05270106,Age-hyper
cg20260127,Age-hyper
cg01005486,Age-hyper
cg15580417,Age-hyper
cg18255166,Age-hyper
cg23484755,Age-hyper
cg01114124,Age-hyper
cg06432119,Age-hyper
cg04850659,Age-hyper
cg02478023,Age-hyper
cg20322433,Age-hyper
cg11738486,Age-hyper
cg04951371,Age-hyper
cg12934382,Age-hyper
cg01722932,Age-hyper
cg23425533,Age-hyper
cg13346441,Age-hyper
cg22614891,Age-hyper
cg05485462,Age-hyper
cg09709600,Age-hyper
cg04271289,Age-hyper
cg04816394,Age-hyper
cg18653282,Age-hyper
cg08608952,Age-hyper
cg25876443,Age-hyper
cg24413339,Age-hyper
cg02455346,Age-hyper
cg13567542,Age-hyper
cg23114616,Age-hyper
cg00510437,Age-hyper
cg04723343,Age-hyper
cg00388812,Age-hyper
cg00158227,Age-hyper
cg22880770,Age-hyper
cg21697794,Age-hyper
cg15473155,Age-hyper
cg04554929,Age-hyper
cg05535398,Age-hyper
cg19341977,Age-hyper
cg02793099,Age-hyper
cg02773588,Age-hyper
cg10204755,Age-hyper
cg21557724,Age-hyper
cg17250863,Age-hyper
cg17676129,Age-hyper
cg22294267,Age-hyper
cg17029193,Age-hyper
cg08171483,Age-hyper
cg19336198,Age-hyper
cg23830290,Age-hyper
cg03984347,Age-hyper
cg12143651,Age-hyper
cg16624069,Age-hyper
cg09506661,Age-hyper
cg06085683,Age-hyper
cg07004744,Age-hyper
cg07957995,Age-hyper
cg07450698,Age-hyper
cg05395187,Age-hyper
cg14184780,Age-hyper
cg15777825,Age-hyper
cg13126279,Age-hyper
