Y.pred,var,beta
DNAmGDF15,cg10169261,-1325.41000406464
DNAmGDF15,cg03098356,-329.99689632662
DNAmGDF15,cg06649410,218.4150191213
DNAmGDF15,cg15822010,214.576371165787
DNAmGDF15,cg15089567,48.8900201849141
DNAmGDF15,cg00332048,-59.4487571206081
DNAmGDF15,cg01391867,315.595742625886
DNAmGDF15,cg07113802,106.423042300997
DNAmGDF15,cg03473532,-54.182744794501
DNAmGDF15,cg15573979,-153.878791382491
DNAmGDF15,cg08202754,49.91868453588
DNAmGDF15,cg14260002,24.8565789517099
DNAmGDF15,cg06563451,414.626393559752
DNAmGDF15,cg03460603,26.8736260626688
DNAmGDF15,cg25448355,67.8885386659051
DNAmGDF15,cg24493971,12.1049995209733
DNAmGDF15,cg02716826,-52.5044522143997
DNAmGDF15,cg14355192,889.218713583825
DNAmGDF15,cg13649864,120.06703786817
DNAmGDF15,cg11295183,-206.100077817914
DNAmGDF15,cg18388639,-386.28051552729
DNAmGDF15,cg06752157,192.761280326887
DNAmGDF15,cg18148156,3.60780317435967
DNAmGDF15,cg19935065,37.4087298256244
DNAmGDF15,cg10549018,44.7924230732854
DNAmGDF15,cg07927953,54.1535853018429
DNAmGDF15,cg01057893,32.0862807873449
DNAmGDF15,cg04431596,246.199024928972
DNAmGDF15,cg06806711,206.802641235408
DNAmGDF15,cg13620770,-92.4584341841257
DNAmGDF15,cg03764506,-1107.85072229434
DNAmGDF15,cg07582047,-375.40987787354
DNAmGDF15,cg16649728,18.1044627957745
DNAmGDF15,cg06854487,-91.8518677361367
DNAmGDF15,cg25371036,-63.8372547775157
DNAmGDF15,cg20941739,238.320273419189
DNAmGDF15,cg05021075,-25.5386232580937
DNAmGDF15,cg01975858,35.8489136531165
DNAmGDF15,cg20923047,-32.2708400663498
DNAmGDF15,cg19783150,-257.981909240217
DNAmGDF15,cg01641177,53.5024022195054
DNAmGDF15,cg07677157,-77.9442623720317
DNAmGDF15,cg21579274,156.26836110449
DNAmGDF15,cg01687878,109.956323907149
DNAmGDF15,cg18159533,-2848.64988945051
DNAmGDF15,cg04323814,30.1252132878284
DNAmGDF15,cg04836038,53.7733785902178
DNAmGDF15,cg16188984,110.631158854328
DNAmGDF15,cg11605750,-825.21751004024
DNAmGDF15,cg18607491,-331.229619990281
DNAmGDF15,cg14870958,140.782012696875
DNAmGDF15,cg19491388,147.484395315974
DNAmGDF15,cg02135821,132.387287804403
DNAmGDF15,cg09279803,43.064143524449
DNAmGDF15,cg26481784,2829.03325406243
DNAmGDF15,cg19459791,63.7486521422154
DNAmGDF15,cg16730765,10.3887299834741
DNAmGDF15,cg19987111,-50.3079268871237
DNAmGDF15,cg02880119,3.54560747360403
DNAmGDF15,cg22616007,-1405.41314954605
DNAmGDF15,cg06946797,-48.5102351988411
DNAmGDF15,cg26837962,154.58446235931
DNAmGDF15,cg08659340,114.969094781296
DNAmGDF15,cg07984286,-14.040835541776
DNAmGDF15,cg00417823,183.424932892665
DNAmGDF15,cg05180206,142.188315889555
DNAmGDF15,cg09899215,-6.37392224392748
DNAmGDF15,cg04379563,426.346953538729
DNAmGDF15,cg09834822,19.3842827512983
DNAmGDF15,cg18951537,259.83024278993
DNAmGDF15,cg23842572,154.988662304773
DNAmGDF15,cg25613227,79.0670559992454
DNAmGDF15,cg07660627,62.9366515221915
DNAmGDF15,cg22156456,-244.17892370611
DNAmGDF15,cg18181703,-141.600623980105
DNAmGDF15,cg25876186,1177.88742283562
DNAmGDF15,cg23691771,191.422165759998
DNAmGDF15,cg00870265,-723.174358373599
DNAmGDF15,cg03739265,36.4013312471479
DNAmGDF15,cg03636183,-226.386648681754
DNAmGDF15,cg02291424,551.376428118435
DNAmGDF15,cg26853093,935.710317953451
DNAmGDF15,cg03110633,42.8672450396632
DNAmGDF15,cg07127225,-141.297085050118
DNAmGDF15,cg24580066,1661.42813692813
DNAmGDF15,cg04588969,-1016.65681272549
DNAmGDF15,cg21727276,122.089364577287
DNAmGDF15,cg09051966,7.65864894014322
DNAmGDF15,cg18345924,-47.0334591947748
DNAmGDF15,cg18638931,1.54447482011514
DNAmGDF15,cg23549061,15.9616475810009
DNAmB2M,Intercept,1412953.39254369
DNAmB2M,Age,10486.9154709606
DNAmB2M,cg13947317,316962.649178047
DNAmB2M,cg22510139,33927.1042004982
DNAmB2M,cg10116490,-160612.38037752
DNAmB2M,cg27396830,75457.172737727
DNAmB2M,cg19414383,87985.7385731754
DNAmB2M,cg03345668,292882.891146832
DNAmB2M,cg17719473,-23280.1708826049
DNAmB2M,cg20569940,43791.1814305006
DNAmB2M,cg26156167,302011.972254053
DNAmB2M,cg10578779,1916187.01549815
DNAmB2M,cg15631106,-58500.5954454476
DNAmB2M,cg22704788,-126869.88236218
DNAmB2M,cg20240347,1506.06523251617
DNAmB2M,cg17803430,1417.4544509295
DNAmB2M,cg20800892,44895.4699699278
DNAmB2M,cg01909777,267379.556352075
DNAmB2M,cg15849439,-924930.562774245
DNAmB2M,cg12605080,69711.0384054294
DNAmB2M,cg01163330,102607.992030838
DNAmB2M,cg10753966,49483.2637577931
DNAmB2M,cg19501902,65359.7662542834
DNAmB2M,cg13287247,-13569.7190359544
DNAmB2M,cg22930808,-13531.3000709588
DNAmB2M,cg08122652,-84787.7023031268
DNAmB2M,cg00959259,-129131.72586728
DNAmB2M,cg20576510,412413.885770526
DNAmB2M,cg10202557,-67296.7247612121
DNAmB2M,cg27134386,28426.3562302711
DNAmB2M,cg10584300,89744.1911998483
DNAmB2M,cg03274876,1278255.84781551
DNAmB2M,cg17287155,49852.9705498131
DNAmB2M,cg04764584,71716.6572003217
DNAmB2M,cg15679283,-122608.108445007
DNAmB2M,cg17533522,79928.4910004432
DNAmB2M,cg14868212,4164.67797282168
DNAmB2M,cg16274199,-74981.8669686426
DNAmB2M,cg13309828,-2250.34996712024
DNAmB2M,cg12612118,310046.33914592
DNAmB2M,cg03415429,2041585.62692023
DNAmB2M,cg15947697,121995.190790731
DNAmB2M,cg11867651,36182.6031150856
DNAmB2M,cg17096289,-37112.8869358414
DNAmB2M,cg01517384,-365377.903453363
DNAmB2M,cg16928551,32859.0505733278
DNAmB2M,cg26987613,-138988.774240994
DNAmB2M,cg20660989,179808.73886943
DNAmB2M,cg21288889,86176.990380872
DNAmB2M,cg06649410,237640.825118413
DNAmB2M,cg17501210,-158080.498156623
DNAmB2M,cg02515033,-148592.026773051
DNAmB2M,cg00907204,-189628.621321394
DNAmB2M,cg16847637,365717.659979232
DNAmB2M,cg03473532,-102274.497094702
DNAmB2M,cg07205627,50242.3695665496
DNAmB2M,cg14508358,1295.17169803724
DNAmB2M,cg04661709,15704.821353515
DNAmB2M,cg13428009,-272551.671661212
DNAmB2M,cg08410533,-25204.311153396
DNAmB2M,cg12329405,919782.449554223
DNAmB2M,cg14984434,31913.9444224943
DNAmB2M,cg07690734,-775104.454133489
DNAmB2M,cg17310258,43111.3581650275
DNAmB2M,cg14955976,-56813.1200493903
DNAmB2M,cg06975311,96077.8284882403
DNAmB2M,cg16246188,128678.195328148
DNAmB2M,cg07631435,15934.6708720117
DNAmB2M,cg12211040,8327.36024762002
DNAmB2M,cg11764442,273393.764741911
DNAmB2M,cg10535933,-14274.5886611694
DNAmB2M,cg01624571,-496774.282631727
DNAmB2M,cg24521756,4509.12762171859
DNAmB2M,cg07842062,44148.7648938048
DNAmB2M,cg08072101,17501.365336574
DNAmB2M,cg03955530,44832.143583848
DNAmB2M,cg07839457,-124411.671161941
DNAmB2M,cg04976151,-22183.8608401972
DNAmB2M,cg03400403,-152041.37743652
DNAmB2M,cg04745805,-227903.357270092
DNAmB2M,cg14545159,168092.194697058
DNAmB2M,cg18181703,-287256.310409528
DNAmB2M,cg17100770,102877.709461468
DNAmB2M,cg27145096,-98452.6232264516
DNAmB2M,cg13077366,-960.488279805987
DNAmB2M,cg21656736,-115220.44384793
DNAmB2M,cg07573872,-73518.9148699959
DNAmB2M,cg21736089,-282215.13718356
DNAmB2M,cg07543883,13142.658803561
DNAmB2M,cg10224107,-185521.722167204
DNAmB2M,cg03760035,264986.91289513
DNAmB2M,cg03706056,-21140.3058442701
DNAmB2M,cg13092901,-53686.4041975208
DNAmCystatinC,Intercept,1091528.48443649
DNAmCystatinC,Age,2589.66760535677
DNAmCystatinC,cg00695391,-15088.6602055324
DNAmCystatinC,cg16305333,36553.1189654623
DNAmCystatinC,cg00970752,-14194.4018625678
DNAmCystatinC,cg04967775,177517.658896004
DNAmCystatinC,cg06901711,2264.05796134309
DNAmCystatinC,cg01431830,-3639.99391144687
DNAmCystatinC,cg10578779,146477.489902289
DNAmCystatinC,cg26359730,11819.2111499682
DNAmCystatinC,cg10585941,438.572917601977
DNAmCystatinC,cg01939962,-35147.8498846653
DNAmCystatinC,cg06809285,-146515.600206272
DNAmCystatinC,cg11336382,3482.8417675804
DNAmCystatinC,cg09920725,46536.508038271
DNAmCystatinC,cg24000528,-19400.6569012676
DNAmCystatinC,cg13772414,5430.86109628761
DNAmCystatinC,cg08007899,-2332.13200435533
DNAmCystatinC,cg15808795,28774.9474246897
DNAmCystatinC,cg24110177,37130.917365514
DNAmCystatinC,cg10753966,4642.5301815228
DNAmCystatinC,cg00481951,2118.04542674843
DNAmCystatinC,cg04748223,8312.26953947263
DNAmCystatinC,cg22518157,1070.03236335069
DNAmCystatinC,cg22714094,53286.460341207
DNAmCystatinC,cg10177080,6551.35170700327
DNAmCystatinC,cg15845365,1233.95034950604
DNAmCystatinC,cg27628536,-2420.19455797505
DNAmCystatinC,cg24765579,3439.35552740404
DNAmCystatinC,cg15988937,13203.8332028703
DNAmCystatinC,cg02081065,35212.9697818061
DNAmCystatinC,cg12612118,16375.7874337517
DNAmCystatinC,cg12298697,-14671.032101636
DNAmCystatinC,cg20660989,29314.7509895261
DNAmCystatinC,cg03546163,-26269.3794561028
DNAmCystatinC,cg25325512,-17344.6681304508
DNAmCystatinC,cg00684824,14641.4643238439
DNAmCystatinC,cg02713068,18575.3703112607
DNAmCystatinC,cg06649410,151820.943296627
DNAmCystatinC,cg17501210,-71334.6683946857
DNAmCystatinC,cg03807873,-42833.455177419
DNAmCystatinC,cg21899558,-6957.30047218442
DNAmCystatinC,cg07025011,37473.74980075
DNAmCystatinC,cg16847637,37585.6338462947
DNAmCystatinC,cg06563451,204677.848868231
DNAmCystatinC,cg02716826,-32003.6576554884
DNAmCystatinC,cg08410533,-9247.89128946357
DNAmCystatinC,cg04196119,6184.11902637854
DNAmCystatinC,cg12329405,386984.355656232
DNAmCystatinC,cg12379046,66943.1320191626
DNAmCystatinC,cg03950121,96821.9239848508
DNAmCystatinC,cg03096347,-26683.0421147344
DNAmCystatinC,cg22620356,2091.25008534247
DNAmCystatinC,cg17310258,10424.1906056575
DNAmCystatinC,cg18886347,-4014.40511230201
DNAmCystatinC,cg14592365,43339.3968121301
DNAmCystatinC,cg07631435,44387.2291461146
DNAmCystatinC,cg03112631,-34293.1327545183
DNAmCystatinC,cg01635346,25375.20402616
DNAmCystatinC,cg25966649,4570.67835314875
DNAmCystatinC,cg23510415,-141.201967149777
DNAmCystatinC,cg18159533,-416292.988441312
DNAmCystatinC,cg16982073,17051.7803599408
DNAmCystatinC,cg25572904,7590.84052392849
DNAmCystatinC,cg02150207,144468.248244152
DNAmCystatinC,cg13649020,-17000.9565321777
DNAmCystatinC,cg06903325,34035.5405474505
DNAmCystatinC,cg05078817,8753.60081189771
DNAmCystatinC,cg13898384,66947.972129418
DNAmCystatinC,cg13634681,-71094.1947720312
DNAmCystatinC,cg01624571,-109593.176195574
DNAmCystatinC,cg14153919,17498.9617151649
DNAmCystatinC,cg05575505,-50734.1439766346
DNAmCystatinC,cg19987111,-63923.6539594595
DNAmCystatinC,cg05638439,-8688.35761244069
DNAmCystatinC,cg26470314,36782.8313377302
DNAmCystatinC,cg24429836,-5034.03008515542
DNAmCystatinC,cg04120520,-34433.7796843526
DNAmCystatinC,cg09319676,-233897.943312838
DNAmCystatinC,cg20433952,1833.29788489698
DNAmCystatinC,cg02220125,16876.3412041466
DNAmCystatinC,cg18181703,-40006.8611602381
DNAmCystatinC,cg10701033,-50105.349704175
DNAmCystatinC,cg07529654,-1996.11808360425
DNAmCystatinC,cg27145096,-94506.0055606424
DNAmCystatinC,cg07573872,-36287.9588403653
DNAmCystatinC,cg14528319,-36564.0602221945
DNAmCystatinC,cg09845806,-14249.2517798542
DNAmCystatinC,cg03706056,-2973.63098848083
DNAmTIMP1,Intercept,15844.5955499652
DNAmTIMP1,Age,127.237985299959
DNAmTIMP1,cg19414383,576.614231116861
DNAmTIMP1,cg25536676,-161.490704999967
DNAmTIMP1,cg22820188,-186.516681943981
DNAmTIMP1,cg10753966,571.637580993393
DNAmTIMP1,cg23944298,174.816068316133
DNAmTIMP1,cg07553761,23.6637846739577
DNAmTIMP1,cg10202557,-228.554335940474
DNAmTIMP1,cg05604079,58.9803069439867
DNAmTIMP1,cg11444009,469.256761354689
DNAmTIMP1,cg25149516,723.093992227113
DNAmTIMP1,cg18584747,1335.65021552814
DNAmTIMP1,cg20405584,542.545729358338
DNAmTIMP1,cg11299854,2160.82778232959
DNAmTIMP1,cg24708145,922.797392481523
DNAmTIMP1,cg25663874,7743.75167675277
DNAmTIMP1,cg25325512,-1151.79795691517
DNAmTIMP1,cg13001142,-43.2796795476721
DNAmTIMP1,cg06649410,407.751205244098
DNAmTIMP1,cg17501210,-5735.69266147858
DNAmTIMP1,cg03473532,-11.8330451997905
DNAmTIMP1,cg20468415,-665.969972680413
DNAmTIMP1,cg11782409,340.971911038376
DNAmTIMP1,cg07205627,207.729951259065
DNAmTIMP1,cg08410533,-32.8434884240484
DNAmTIMP1,cg12483947,-1965.67589709866
DNAmTIMP1,cg23371436,253.168222508682
DNAmTIMP1,cg24894584,23.7856582496302
DNAmTIMP1,cg26266429,3192.89858596346
DNAmTIMP1,cg10068417,67.0211717093667
DNAmTIMP1,cg25572904,125.863457038078
DNAmTIMP1,cg13543355,527.903317835046
DNAmTIMP1,cg26481784,11323.9697394811
DNAmTIMP1,cg13898384,5311.46180594067
DNAmTIMP1,cg19459791,241.555637163606
DNAmTIMP1,cg03172657,353.616046166501
DNAmTIMP1,cg18181703,-790.046671542036
DNAmTIMP1,cg07573872,-1936.49414722055
DNAmTIMP1,cg09051966,225.116384699297
DNAmTIMP1,cg25841091,956.410174778841
DNAmTIMP1,cg12516875,-1148.0672485594
DNAmTIMP1,cg07274490,1462.17114346444
DNAmTIMP1,cg07929447,121.837809945082
DNAmADM,Intercept,290.169302775219
DNAmADM,Age,0.943695016389644
DNAmADM,cg13947317,4.99510794101288
DNAmADM,cg21272576,5.08618666597036
DNAmADM,cg03522107,28.6409032801413
DNAmADM,cg03259703,6.46273211550771
DNAmADM,cg05461666,-118.218405240724
DNAmADM,cg15860924,-2.75285447178266
DNAmADM,cg10327168,-55.5680024117011
DNAmADM,cg24393673,-0.683384830060592
DNAmADM,cg23923856,0.826537998860638
DNAmADM,cg14476101,-8.58667623879571
DNAmADM,cg20569940,9.29079059119865
DNAmADM,cg10578779,281.418665718373
DNAmADM,cg05996213,9.88013851610173
DNAmADM,cg03424844,-1.11006074765531
DNAmADM,cg19570545,-0.0368021062770594
DNAmADM,cg20248954,202.862567175863
DNAmADM,cg08138571,-114.294571541912
DNAmADM,cg23814988,248.897329858788
DNAmADM,cg20801751,5.33032141653309
DNAmADM,cg11333189,4.49586781728716
DNAmADM,cg08055490,-4.7390030976665
DNAmADM,cg09920725,133.714363828734
DNAmADM,cg10354495,-2.24058049366429
DNAmADM,cg04659537,-3.31199846391856
DNAmADM,cg14088844,19.0817824283681
DNAmADM,cg07258300,2.63143255477273
DNAmADM,cg26191447,-24.0761009290753
DNAmADM,cg02831419,-8.62603713112419
DNAmADM,cg20550050,-32.4086070515056
DNAmADM,cg06266189,0.345722765970809
DNAmADM,cg12791136,7.79452299578101
DNAmADM,cg12918464,0.0766377208124113
DNAmADM,cg14508777,5.47028558725935
DNAmADM,cg05993589,3.39210381459196
DNAmADM,cg23431721,-2.20865254008598
DNAmADM,cg07105440,-63.3597342880369
DNAmADM,cg03929796,-66.4627853055537
DNAmADM,cg23511118,32.681659529475
DNAmADM,cg13155421,-52.5147930519391
DNAmADM,cg03840504,-21.9260049192157
DNAmADM,cg19389001,34.7529206236664
DNAmADM,cg15709989,3.48000043485936
DNAmADM,cg13296371,11.5792366183037
DNAmADM,cg21761813,10.6848291331871
DNAmADM,cg00398048,-2.43077196771361
DNAmADM,cg25149516,1.90060707040944
DNAmADM,cg10177080,1.94904265845309
DNAmADM,cg09578605,-6.18688289160618
DNAmADM,cg01817885,-0.56119916633934
DNAmADM,cg12980795,-2.21536591103443
DNAmADM,cg01256539,-22.3895380296548
DNAmADM,cg19076659,6.56541342300704
DNAmADM,cg05182912,154.591704678031
DNAmADM,cg00543335,8.78085006323219
DNAmADM,cg21584251,1.39260576032095
DNAmADM,cg00558975,1.52163402733084
DNAmADM,cg01187498,11.4725750318832
DNAmADM,cg22983827,6.39204713356555
DNAmADM,cg02782857,15.0450764669115
DNAmADM,cg17286012,21.4213621682652
DNAmADM,cg02066343,33.3264970651247
DNAmADM,cg25325512,-10.6620690387134
DNAmADM,cg08373528,13.0756990771523
DNAmADM,cg15290848,-25.4005574415169
DNAmADM,cg08877853,-1.61920706549213
DNAmADM,cg01883195,22.3447702716587
DNAmADM,cg00936722,2.00172558487486
DNAmADM,cg00554421,-13.7301328450289
DNAmADM,cg11287647,0.0918217647555284
DNAmADM,cg13917964,-4.75014693352426
DNAmADM,cg00277397,-34.251685270464
DNAmADM,cg20352798,83.5591147846279
DNAmADM,cg10119082,-12.8506764731127
DNAmADM,cg17981101,-1.91174775316373
DNAmADM,cg03494277,23.2165589088278
DNAmADM,cg09315887,-1.5129835757322
DNAmADM,cg04599158,41.519184101745
DNAmADM,cg02627240,-0.390016354185791
DNAmADM,cg01026009,-3.3103250751871
DNAmADM,cg03276920,2.83699289574022
DNAmADM,cg13398470,29.5721226273881
DNAmADM,cg07205627,3.28854026430204
DNAmADM,cg05065162,-9.62125157433765
DNAmADM,cg12396523,-5.45553289982443
DNAmADM,cg12831076,20.1541611012148
DNAmADM,cg22902266,70.1121134764774
DNAmADM,cg04661709,8.95948952859374
DNAmADM,cg01355108,1.50727568600171
DNAmADM,cg26581729,-10.6538073020814
DNAmADM,cg02613108,-1.23436742959321
DNAmADM,cg12329405,27.2757728689364
DNAmADM,cg20245361,5.25355180944834
DNAmADM,cg07793207,-13.8915004736519
DNAmADM,cg07733920,-1.83470382584461
DNAmADM,cg02415341,2.18369305027978
DNAmADM,cg12893697,0.754770471551572
DNAmADM,cg18886347,-15.6213850367093
DNAmADM,cg19083871,69.9509487658993
DNAmADM,cg13875901,3.51506553673098
DNAmADM,cg02970861,-21.7621002494779
DNAmADM,cg26967875,-1.87872864557151
DNAmADM,cg00574958,-80.9649617917172
DNAmADM,cg22355889,1.48905124549028
DNAmADM,cg05839709,2.69605023440126
DNAmADM,cg19061798,4.35111990727237
DNAmADM,cg11932091,46.078092262444
DNAmADM,cg26527903,25.5733391028683
DNAmADM,cg24420742,-11.0508700659205
DNAmADM,cg10948795,2.17875096166762
DNAmADM,cg17117459,-35.6383940665151
DNAmADM,cg18331061,-43.5551884098726
DNAmADM,cg21879240,82.8937968444603
DNAmADM,cg20656525,6.65197221547433
DNAmADM,cg14543641,7.76062933421467
DNAmADM,cg04634427,0.285210530228554
DNAmADM,cg01624571,-65.5376954016715
DNAmADM,cg05575505,-17.8617422840107
DNAmADM,cg06051159,0.713204185737317
DNAmADM,cg00994306,-10.9663017036892
DNAmADM,cg02295856,14.6096338150929
DNAmADM,cg12991522,101.104397615228
DNAmADM,cg00036119,0.689463510706132
DNAmADM,cg05995267,-4.05812817763972
DNAmADM,cg06722193,1.78057169109809
DNAmADM,cg05782444,4.25947566165654
DNAmADM,cg26943759,20.4602667647805
DNAmADM,cg05737638,13.1035426067271
DNAmADM,cg21649005,-32.5578571727393
DNAmADM,cg06419850,25.3992439499151
DNAmADM,cg19761014,9.72073050193203
DNAmADM,cg05174890,-0.107867890470563
DNAmADM,cg10431713,-20.8822730438458
DNAmADM,cg02483931,4.99970479912185
DNAmADM,cg07477034,-35.779864044095
DNAmADM,cg15815084,-3.43166729869459
DNAmADM,cg12054453,-4.4198669436134
DNAmADM,cg03568017,-7.3088959219372
DNAmADM,cg02633924,-38.7705430765668
DNAmADM,cg18181703,-82.4236671074754
DNAmADM,cg27637521,-112.370867898298
DNAmADM,cg05420896,-6.65666406397895
DNAmADM,cg19283806,-6.02398524079085
DNAmADM,cg27569863,1.44076066849143
DNAmADM,cg13611456,-17.7119283366701
DNAmADM,cg10677351,-5.3292358923493
DNAmADM,cg15011409,2.01635505721187
DNAmADM,cg17676631,2.25794704034529
DNAmADM,cg11594160,2.75182962221803
DNAmADM,cg26950531,-7.32542411891438
DNAmADM,cg22538557,129.140887101692
DNAmADM,cg23278885,-11.409763140962
DNAmADM,cg08074820,-12.6956662799212
DNAmADM,cg11086127,9.59697854843743
DNAmADM,cg00412842,6.59867474416816
DNAmADM,cg27294156,-5.12356671966498
DNAmADM,cg22163406,31.0108162310453
DNAmADM,cg08334432,-17.1608084788783
DNAmADM,cg06133392,3.80702337911336
DNAmADM,cg23573129,1.52111306784936
DNAmADM,cg20585830,-13.0501897920495
DNAmADM,cg19253577,11.7539795508421
DNAmADM,cg09219182,2.93172704845494
DNAmADM,cg01708387,0.525023423402028
DNAmADM,cg18476633,4.01521120982341
DNAmADM,cg26341773,4.18417362384425
DNAmADM,cg25034591,11.4634789317647
DNAmADM,cg03102848,66.0931094527112
DNAmADM,cg18154457,-14.6873215297274
DNAmADM,cg11924796,-7.29979654388793
DNAmADM,cg08871010,-18.9086766492718
DNAmADM,cg06780601,-13.2113598006506
DNAmADM,cg27395754,-33.6093118906254
DNAmADM,cg02587153,3.08408509237868
DNAmADM,cg15192905,7.93096489472587
DNAmADM,cg08352336,0.252529729048122
DNAmADM,cg01997410,0.174798146420266
DNAmADM,cg16730484,-15.2969913603616
DNAmADM,cg22686892,2.48545503068772
DNAmADM,cg14073590,6.40217827792188
DNAmADM,cg07989867,8.17239206418405
DNAmADM,cg21080294,0.0863183766133954
DNAmADM,cg14680768,0.860729960388279
DNAmADM,cg10142252,12.5346360071011
DNAmADM,cg18717447,11.4815215434664
DNAmADM,cg03960747,-6.02882409130002
DNAmADM,cg16832801,-9.24457148314716
DNAmPAI1,Intercept,-1129.60174404828
DNAmPAI1,cg10143960,62.5784049524286
DNAmPAI1,cg07284273,321.195548093084
DNAmPAI1,cg17747265,-476.725772207176
DNAmPAI1,cg09971184,6221.58538677719
DNAmPAI1,cg00935435,7843.17989918588
DNAmPAI1,cg15651727,-313.140779458131
DNAmPAI1,cg13990487,-3855.91641161794
DNAmPAI1,cg00456299,3294.65246133169
DNAmPAI1,cg04974804,752.231537923903
DNAmPAI1,cg13574848,-47.9312344878727
DNAmPAI1,cg25616777,301.096772875814
DNAmPAI1,cg12386614,-321.520352385496
DNAmPAI1,cg15355146,24.4020012266512
DNAmPAI1,cg19471466,-568.066592646645
DNAmPAI1,cg14709691,-3272.8876568558
DNAmPAI1,cg21280384,1760.79304009563
DNAmPAI1,cg14476101,-6259.56122146396
DNAmPAI1,cg19693031,-10119.8153489857
DNAmPAI1,cg16700924,2037.01918423207
DNAmPAI1,cg20246707,2472.40355189665
DNAmPAI1,cg01365152,-3049.89784872191
DNAmPAI1,cg20327105,4225.28258552688
DNAmPAI1,cg25741192,982.728795854807
DNAmPAI1,cg13678787,-152.876600130829
DNAmPAI1,cg02591356,-356.97500660105
DNAmPAI1,cg26471058,-4542.03006736831
DNAmPAI1,cg25939861,433.330810077809
DNAmPAI1,cg03913456,-169.242463668806
DNAmPAI1,cg24506130,-2095.55052056017
DNAmPAI1,cg26009035,311.520496094602
DNAmPAI1,cg05308744,-17.0053235216698
DNAmPAI1,cg22663545,4431.73595657001
DNAmPAI1,cg02767242,1918.00232492816
DNAmPAI1,cg13603203,2327.35823769894
DNAmPAI1,cg20951650,4428.04258815339
DNAmPAI1,cg18405719,-764.82589537862
DNAmPAI1,cg21614211,2152.27055398216
DNAmPAI1,cg06813250,390.863360138566
DNAmPAI1,cg15705999,895.783094347649
DNAmPAI1,cg09000779,1794.70656686548
DNAmPAI1,cg12473849,-406.838774246936
DNAmPAI1,cg27336439,-1818.64073444542
DNAmPAI1,cg00480331,810.036996822782
DNAmPAI1,cg13724379,2360.00658353292
DNAmPAI1,cg15012625,-1971.54146613124
DNAmPAI1,cg01658265,-2011.4864768669
DNAmPAI1,cg00252095,-2538.08505562673
DNAmPAI1,cg26805150,-427.282963472064
DNAmPAI1,cg02373784,4591.7244580666
DNAmPAI1,cg07951602,286.762956266362
DNAmPAI1,cg19719391,2803.88935517401
DNAmPAI1,cg08284371,3668.76930797498
DNAmPAI1,cg26816491,819.75699601319
DNAmPAI1,cg06690548,-4122.69321885428
DNAmPAI1,cg18376497,-314.354447788838
DNAmPAI1,cg06176987,1383.0912312867
DNAmPAI1,cg22744079,-642.074330928453
DNAmPAI1,cg16400903,60578.6404360756
DNAmPAI1,cg09884076,2251.88730947462
DNAmPAI1,cg12599971,423.237025898395
DNAmPAI1,cg26403843,1921.42862897199
DNAmPAI1,cg07017437,-833.537270654571
DNAmPAI1,cg21036336,1048.38377658907
DNAmPAI1,cg03714531,26482.8990551745
DNAmPAI1,cg23036136,-752.416835652032
DNAmPAI1,cg10189661,758.934653901358
DNAmPAI1,cg05218245,11272.9654881753
