CpGmarker,CoefficientTraining
cg13794588,0.581311568
cg21956614,0.580745738
cg15234845,0.579873519
cg07945448,0.571817338
cg01403030,0.567592171
cg20964064,0.562577554
cg07739215,0.560845597
cg00233948,0.557178474
cg17721355,0.556866377
cg05415285,0.553653694
cg14660446,0.55022458
cg00485201,0.548554691
cg01781617,0.547910558
cg00430888,0.544407303
cg26312542,0.543075735
cg02760293,0.532739169
cg03663120,0.531626472
cg03218374,0.527725055
cg14950193,0.523044103
cg25221975,0.519281032
cg23719516,0.50958218
cg03856973,0.505353304
cg00043004,0.502113875
cg10144104,0.501082488
cg04221794,0.489374714
cg21248987,0.484520662
cg21513088,0.482946204
cg04636402,0.466513397
cg17295878,0.463797604
cg03814872,0.45976204
cg17546721,0.459270921
cg22904711,0.45668288
cg11537406,0.456362211
cg21432842,0.450634088
cg00392155,0.445974871
cg02208432,0.444470569
cg10534938,0.442364227
cg06127801,0.440494872
cg19047660,0.438839565
cg05453001,0.424907848
cg08802841,0.423354156
cg04833017,0.412485116
cg21142033,0.408879473
cg02028423,0.407061952
cg00401463,0.405104272
cg07537917,0.404946251
cg24480012,0.400395874
cg07833269,0.400123143
cg11315449,0.394920641
cg23016080,0.394321612
cg25439655,0.393830243
cg09355528,0.393344399
cg09697999,0.387077765
cg15764593,0.382801086
cg07856975,0.3685348
cg07944420,0.366042721
cg00791764,0.363226459
cg07480608,0.359395585
cg14228614,0.353894281
cg05396897,0.345679047
cg03814957,0.344810532
cg11657043,0.344662276
cg14862395,0.340277273
cg26053697,0.340219317
cg22488164,0.339831748
cg14752227,0.339627976
cg05176970,0.339483269
cg22745354,0.339203997
cg06675417,0.336495325
cg09965384,0.33485847
cg25037335,0.332065993
cg25352836,0.331554998
cg15495372,0.330872
cg12119625,0.328000644
cg17485681,0.32768249
cg24720008,0.327267471
cg12658897,0.325963254
cg06904356,0.320524202
cg10833066,0.318810731
cg23024484,0.313994635
cg14714222,0.31325128
cg19248367,0.312400087
cg27656459,0.308419522
cg17586094,0.301820073
cg05161074,0.298021084
cg27506178,0.292735292
cg10755899,0.291923158
cg21495139,0.289018919
cg07026433,0.28772827
cg19982570,0.285924703
cg04453124,0.285776254
cg05313794,0.271908455
cg04196119,0.270294161
cg07109490,0.264729768
cg25486749,0.260074454
cg12031962,0.254805798
cg17374364,0.253071006
cg13178766,0.252340435
cg15726045,0.251247247
cg06137123,0.247355046
cg01251360,0.246922225
cg15138339,0.241298076
cg24905316,0.23949289
cg04149172,0.234598957
cg03069736,0.229880977
cg23409699,0.228787099
cg05294930,0.228179739
cg00757033,0.226004129
cg26418147,0.222637702
cg06086933,0.216002204
cg24070213,0.213358562
cg15423357,0.209787102
cg21649277,0.209628382
cg16301894,0.203315158
cg00294538,0.202768517
cg07531248,0.193668279
cg01238435,0.192027032
cg26403843,0.188534763
cg03553407,0.18253872
cg26550938,0.176661194
cg07937631,0.17508927
cg07063559,0.173679524
cg10927968,0.172296376
cg24033122,0.170499163
cg23284245,0.166824323
cg14035860,0.164627082
cg12897067,0.156224674
cg23505044,0.152699524
cg14005211,0.149598252
cg17834425,0.145623067
cg01480180,0.144659706
cg18005337,0.142578606
cg17201651,0.140213566
cg02249577,0.13641969
cg27001894,0.133758027
cg11611580,0.133024129
cg27298324,0.127188926
cg14395298,0.126629497
cg18933685,0.124214257
cg21723486,0.120291687
cg15709065,0.1138879
cg09705592,0.110864625
cg15698851,0.11028535
cg12371169,0.107652555
cg25535047,0.102274427
cg04494136,0.102258055
cg10602537,0.101731347
cg18129805,0.101294157
cg21488538,0.099414509
cg00893603,0.099281726
cg01049205,0.098653165
cg09357276,0.097486042
cg04488853,0.093588736
cg10136008,0.0929119
cg13732083,0.090190727
cg16717723,0.08728073
cg00102685,0.086188599
cg18536118,0.079696592
cg07685736,0.078448608
cg10956480,0.077207417
cg06442240,0.072459281
cg03867429,0.071806471
cg01818539,0.068913053
cg16373202,0.068248775
cg11362310,0.067944211
cg19414630,0.067447792
cg01795776,0.065100765
cg05004142,0.065073774
cg04455646,0.064158395
cg26836402,0.061649382
cg11153768,0.059895478
cg07355337,0.059826481
cg06493334,0.059636174
cg05491587,0.053568832
cg07833554,0.052929286
cg16655778,0.052054691
cg27502457,0.050949661
cg07465028,0.050547755
cg15564896,0.049555796
cg13053914,0.049373667
cg14792160,0.048099277
cg19946085,0.048035851
cg18223453,0.045946056
cg01579765,0.044642586
cg21884064,0.04442815
cg04176108,0.043722475
cg06121226,0.038977007
cg14131536,0.037845972
cg02645135,0.033860563
cg12686110,0.033130488
cg26913058,0.032560571
cg04873833,0.026876254
cg10085138,0.026480055
cg00961616,0.025843466
cg26146287,0.02207031
cg07534554,0.021344614
cg25800500,0.020128098
cg05593887,0.018149047
cg09236382,0.017405541
cg22275864,0.014714045
cg03985801,0.013847068
cg03981535,0.011492395
cg25014026,0.011238238
cg09646197,0.009154927
cg22789769,0.005494996
cg00622375,0.001543459
cg15871086,0.000535252
cg12346749,0.000145576
cg06106242,0.00013425
cg25938735,-0.001411859
cg05793579,-0.001559778
cg02567981,-0.002234105
cg00356499,-0.002243928
cg12349676,-0.004428966
cg15611336,-0.004859333
cg09299075,-0.008034937
cg22868961,-0.008297608
cg11023668,-0.011421691
cg19572055,-0.014458411
cg23162960,-0.018399386
cg01786048,-0.020014682
cg25468064,-0.021974453
cg25755851,-0.028717888
cg15773744,-0.029069233
cg23452259,-0.029280962
cg16580935,-0.029528105
cg13639936,-0.029791489
cg14161454,-0.032426059
cg06688770,-0.034265227
cg09296044,-0.039843152
cg21848624,-0.040661699
cg17879856,-0.041199194
cg05122437,-0.042815024
cg10589385,-0.049818806
cg05393023,-0.051365126
cg18869127,-0.05368295
cg07472943,-0.057005862
cg27292818,-0.064038703
cg23473114,-0.065224159
cg07796002,-0.066389637
cg03167944,-0.070645418
cg07365299,-0.072498903
cg01517571,-0.073216598
cg16009764,-0.073979696
cg05683630,-0.085665501
cg14976442,-0.091784652
cg22512573,-0.095004805
cg16697775,-0.095779933
cg03306486,-0.095867004
cg01568522,-0.098128061
cg01881966,-0.099296522
cg10907148,-0.101208489
cg20351189,-0.103276593
cg26478297,-0.103342891
cg13976338,-0.106829558
cg18909295,-0.107607816
cg16590635,-0.11534663
cg00255882,-0.121135351
cg14834925,-0.126030919
cg20774846,-0.126136474
cg10518543,-0.129382324
cg08017326,-0.130040426
cg26967186,-0.130222714
cg03549618,-0.13193557
cg26733975,-0.135099642
cg17892169,-0.136652729
cg19334452,-0.137321377
cg02311374,-0.140349752
cg15361291,-0.140478481
cg09584650,-0.146356054
cg12287936,-0.147293999
cg26690318,-0.147395832
cg13694973,-0.149030399
cg18563886,-0.153278736
cg20322193,-0.154404507
cg26740249,-0.155918463
cg13694435,-0.165907278
cg27239981,-0.16740201
cg10784720,-0.167581623
cg05956462,-0.169543542
cg17346022,-0.170359307
cg06789517,-0.171512476
cg02449762,-0.173466531
cg22749855,-0.174291907
cg14176942,-0.176163056
cg25325543,-0.176199048
cg05162523,-0.177010224
cg00466249,-0.178268441
cg22534374,-0.179200495
cg13692456,-0.181837427
cg11598935,-0.183734955
cg20959907,-0.18456996
cg07546078,-0.185811804
cg08134671,-0.190634107
cg13520520,-0.191983086
cg22017213,-0.197966669
cg10870587,-0.198472382
cg08015704,-0.200493872
cg26325430,-0.207022758
cg11902641,-0.207703667
cg17601785,-0.208645209
cg22353755,-0.21043236
cg17746570,-0.210610513
cg16844425,-0.211399427
cg22166900,-0.214567938
cg17782954,-0.215168341
cg20353489,-0.215909848
cg09863428,-0.217046607
cg21157721,-0.219429945
cg13525697,-0.223676779
cg16161415,-0.228854968
cg27417294,-0.230535801
cg09476154,-0.23256405
cg14157435,-0.235762113
cg09601159,-0.240244485
cg22521356,-0.240317311
cg09133363,-0.241793576
cg01679225,-0.249409434
cg08644045,-0.251472075
cg15777606,-0.25636146
cg05718034,-0.264768313
cg27219841,-0.271277501
cg12829045,-0.271630237
cg08743896,-0.275591891
cg07760269,-0.278334669
cg20592017,-0.278654434
cg08971334,-0.280130226
cg14396619,-0.280694541
cg03226218,-0.289688419
cg00758881,-0.290194249
cg02078520,-0.297891109
cg15212369,-0.299469789
cg21040575,-0.300761096
cg05871254,-0.301935472
cg11540553,-0.302593135
cg14001049,-0.305264505
cg23300732,-0.310054735
cg01587662,-0.320960442
cg18212276,-0.322711737
cg06121808,-0.324372396
cg02988727,-0.325532267
cg03982831,-0.329022042
cg11271171,-0.335408212
cg18346398,-0.336955451
cg09718371,-0.33720295
cg10195415,-0.343526235
cg17497172,-0.343890186
cg16469927,-0.350377514
cg23659134,-0.351972848
cg24859945,-0.352386261
cg13844237,-0.354760605
cg12934258,-0.357394045
cg20649298,-0.359382841
cg20812318,-0.359653655
cg26099164,-0.3614024
cg14850784,-0.369490451
cg17058475,-0.372606052
cg15521792,-0.375197533
cg14625731,-0.375757115
cg10650290,-0.376212647
cg19235974,-0.377958333
cg08755224,-0.382802617
cg26445608,-0.386344269
cg05455729,-0.387719982
cg23975355,-0.38831448
cg25006249,-0.391271281
cg25457927,-0.393364355
cg16523158,-0.397377657
cg22994041,-0.402040013
cg02954704,-0.406625575
cg00242950,-0.410221693
cg22526939,-0.414147713
cg20674635,-0.414409123
cg22497068,-0.416739019
cg18476766,-0.417314102
cg23099319,-0.421882741
cg11228504,-0.433051767
cg07908160,-0.434421732
cg27007439,-0.43468185
cg01297383,-0.437252225
cg03897456,-0.443360938
cg06662140,-0.447036387
cg16294325,-0.450138007
cg14196211,-0.451984277
cg21188409,-0.452713642
cg13244315,-0.453786119
cg21838488,-0.455067465
cg11345323,-0.456042833
cg18844029,-0.458173851
cg07870541,-0.458616989
cg01515515,-0.462105358
cg09511896,-0.463334343
cg02176678,-0.469211978
cg15056794,-0.471962774
cg26800893,-0.478474135
cg25145905,-0.483759789
cg10069155,-0.484025183
cg18861572,-0.485508431
cg20768326,-0.499935295
cg03327570,-0.50926636
cg20883684,-0.510515688
cg24867279,-0.516045806
cg20283107,-0.522192409
cg09303330,-0.523338694
cg15727583,-0.52532241
cg18779601,-0.525594979
cg16019898,-0.525696413
cg26057754,-0.539572883
cg04540442,-0.540404899
cg19856897,-0.545146147
cg26999423,-0.549470179
cg05238741,-0.551110908
cg04160343,-0.552451071
cg19220507,-0.554959555
cg02714303,-0.559631151
cg07631309,-0.560397422
cg25864024,-0.560779443
cg25683811,-0.563425022
cg02102332,-0.564342873
cg02667103,-0.56661717
cg16727906,-0.575843773
cg03149699,-0.576227096
cg19713429,-0.577897697
cg09392615,-0.57923855
cg13941235,-0.58592943
cg25456477,-0.588065448
cg12187807,-0.593188304
cg09580592,-0.607668021
cg09682426,-0.608986593
cg12850379,-0.610139341
cg06649165,-0.618181741
cg00801003,-0.623382373
cg23897913,-0.629573348
cg05533953,-0.62986869
cg17263974,-0.638650271
cg06942637,-0.648688882
cg02086094,-0.658546386
cg23483894,-0.659625002
cg16836250,-0.660268961
cg00660843,-0.661114912
cg16201762,-0.681141467
cg00262132,-0.682955212
cg26913977,-0.686189087
cg17642426,-0.688296522
cg13074295,-0.688444695
cg26347746,-0.689482963
cg22091609,-0.69362006
cg16701914,-0.695124665
cg08006309,-0.70259318
cg00963654,-0.70675288
cg26286839,-0.709898829
cg17680767,-0.720078074
cg25664381,-0.737079386
cg06233815,-0.739808394
cg16039979,-0.740037089
cg21952646,-0.753403
cg22995959,-0.767598866
cg22911477,-0.768422349
cg06855983,-0.772701456
cg16057915,-0.773400111
cg15690475,-0.780479926
cg13730534,-0.78852237
cg17501210,-0.789098556
cg12379720,-0.789739347
cg06875488,-0.814534779
cg13710556,-0.817464267
cg04255733,-0.817968837
cg13399203,-0.834153065
cg17586885,-0.852755448
cg12457901,-0.855487115
cg14689595,-0.8689198
cg01077609,-0.869322326
cg00423030,-0.873024065
cg17731209,-0.877977717
cg21061994,-0.879618613
cg04419610,-0.879672146
cg01251548,-0.896982951
cg26077446,-0.905835126
cg25147604,-0.915382838
cg25019648,-0.921030853
cg10671830,-0.921751291
cg12644668,-0.953854123
cg20418529,-0.959516145
cg23935255,-0.968782257
cg26418881,-0.981821631
cg13173415,-0.98625333
cg14906103,-0.988040892
cg25281677,-0.988155008
cg06722282,-1.000086296
cg15316508,-1.027492757
cg20161774,-1.031034342
cg05357152,-1.055417569
cg05946118,-1.055656725
cg15213081,-1.067970314
cg25458175,-1.069144101
cg05919561,-1.070130808
cg17766560,-1.150997747
cg19211853,-1.152627981
cg15833940,-1.153705013
cg24550026,-1.160513646
cg15473868,-1.160731909
cg10816283,-1.162237018
cg04528217,-1.164683034
cg03127558,-1.166054425
cg17419731,-1.166827761
cg25780434,-1.173642812
cg24002213,-1.177799637
cg02790691,-1.185016145
cg05555337,-1.192443719
cg03646189,-1.197403256
cg23032421,-1.229350066
cg26886334,-1.240546425
cg21230162,-1.244125396
cg15462970,-1.275331584
cg02453726,-1.290623293
cg15923139,-1.320040417
cg06164059,-1.324169152
cg17085123,-1.342993711
cg11268983,-1.346436409
cg13239133,-1.358065811
cg21163347,-1.358910593
cg20711828,-1.363598739
cg26440467,-1.374281394
cg18701093,-1.375290583
cg16330359,-1.412990705
cg21663431,-1.413168197
cg08443038,-1.43549314
cg04604050,-1.438141009
cg27380997,-1.440433857
cg23051272,-1.440637375
cg12257156,-1.449404638
cg17061862,-1.451062008
cg20698421,-1.458599869
cg04799120,-1.469190201
cg21937377,-1.473547813
cg09741902,-1.477048577
cg20689647,-1.478638716
cg23215929,-1.496299927
cg08686311,-1.498136103
cg05852040,-1.511927045
cg19284039,-1.537093209
cg06226534,-1.573026745
cg15002761,-1.574458688
cg16230626,-1.598653191
cg21912938,-1.604776323
cg23358710,-1.609596672
cg05487507,-1.615789393
cg04064054,-1.641001493
cg17201227,-1.681096108
cg22857025,-1.755537314
cg27588321,-1.781762763
cg25227335,-1.788186609
cg06804823,-1.788929673
cg24352618,-1.794541786
cg00489795,-1.827836185
cg17406023,-1.851511077
cg27115863,-1.86164307
cg09547625,-1.889606028
cg18680181,-1.938316045
cg10381071,-1.946887126
cg18082788,-1.972017261
cg02298956,-1.977395607
cg26175729,-1.980142269
cg13793145,-1.997037854
cg25622896,-2.002611297
cg14567287,-2.006472166
cg18461362,-2.027608439
cg03152187,-2.032459236
cg24240870,-2.033245826
cg23350106,-2.033835481
cg02119938,-2.058494924
cg08898442,-2.059388326
cg00592643,-2.07271099
cg20253855,-2.075090699
cg12170787,-2.077545185
cg15903185,-2.079288915
cg13594957,-2.19824791
cg16398761,-2.2335931
cg01458062,-2.235186736
cg06580943,-2.246454892
cg16743273,-2.274523295
cg03719040,-2.306034807
cg23361708,-2.315530095
cg20052079,-2.322498188
cg03563354,-2.341544516
cg02116255,-2.354999728
cg04164838,-2.357485745
cg14476101,-2.405707434
cg26456554,-2.416776375
cg01413354,-2.419738368
cg04995300,-2.420004076
cg23850913,-2.446333573
cg19893929,-2.46576504
cg02633398,-2.513224997
cg10700424,-2.549738981
cg07338119,-2.551489222
cg03236137,-2.55201845
cg02632890,-2.608772337
cg00960373,-2.614569904
cg09469355,-2.715373757
cg22878414,-2.767690321
cg25599475,-2.814171404
cg13476777,-2.838604679
cg00318947,-2.842937491
cg13632218,-3.014630942
cg03927812,-3.02925981
cg07469949,-3.110798482
cg14787758,-3.11231762
cg16840547,-3.144441719
cg26921611,-3.157372107
cg03756448,-3.200670034
cg02949469,-3.209787328
cg09424348,-3.24388966
cg22995042,-3.337527476
cg09479241,-3.37836923
cg26918756,-3.397806991
cg12080791,-3.406317053
cg00293626,-3.406541108
cg03292675,-3.434190076
cg13518625,-3.4556094
cg12648759,-3.514829239
cg20375320,-3.538291569
cg04271289,-3.55616269
cg09238801,-3.695800843
cg17901584,-3.772679618
cg23053506,-3.77992276
cg00601350,-3.824796035
cg27551895,-3.82672744
cg09919727,-3.860736655
cg08309687,-3.903091936
cg02043791,-3.977966955
cg08548559,-4.237262214
cg27309702,-4.337342261
cg27563174,-4.396104677
cg10022702,-4.400120295
cg06690548,-4.558613599
cg01062937,-4.653099386
cg14559147,-4.891512369
cg09554443,-4.941595068
cg21092413,-5.071426134
cg14848077,-5.082276976
cg00668559,-5.191494957
cg09664479,-5.323896411
cg05016066,-5.743093145
cg26209816,-5.948977888
cg05603985,-6.311885516
cg18375860,-6.404996307
cg12505230,-6.463936906
cg05124614,-6.520464005
cg00849435,-6.564923793
cg18592307,-6.629036587
cg14520626,-6.770125259
cg08726900,-6.776000016
cg12106728,-6.843643002
cg15564619,-6.916827271
cg13788625,-7.075855082
cg21102926,-7.250795637
cg18181703,-7.344772823
cg24028120,-7.462363733
cg02650017,-7.867094191
cg05496738,-7.906204944
cg04484334,-7.953982357
cg27410186,-8.185597508
cg01787285,-8.23861756
cg26950531,-8.308406076
cg10581837,-8.39241341
cg17031607,-9.299971156
cg23002097,-9.302129495
cg05484949,-9.725137099
cg14660539,-10.84032667
cg09349128,-11.72279468
cg07146104,-12.68513823
cg02713801,-14.11621498
cg00574958,-71.0071844
