CpGmarker,mean
"cg14598213",0.285419659395805
"cg16373202",0.077457803766342
"cg00507815",0.953519895366595
"cg21565823",0.234227885955206
"cg11067907",0.14725524440892
"cg00594561",0.778639539936921
"cg07671976",0.087861860205389
"cg09578794",0.482939289504
"cg01804664",0.173316249467547
"cg20256153",0.477398486354472
"cg15768265",0.768961360229584
"cg12162100",0.57598221457293
"cg02923485",0.843388981252238
"cg01195564",0.931288932157193
"cg05440785",0.907084841768565
"cg08368123",0.945213497881673
"cg21501175",0.466125547091275
"cg26894354",0.502772243394009
"cg04877675",0.979260512651721
"cg14648424",0.611592174878807
"cg03199926",0.814421395352072
"cg15467834",0.837842882891853
"cg10621924",0.849247737771991
"cg06713968",0.94939871734746
"cg09452082",0.353776403616855
"cg05242065",0.881317747375489
"cg03567939",0.885865745367738
"cg27270412",0.872328942478478
"cg05069807",0.981971748709507
"cg06155620",0.878123240529453
"cg11377136",0.14882210962959
"cg12756312",0.913936412629357
"cg07827435",0.246028932612313
"cg06635946",0.723665697856371
"cg14760880",0.169978136863598
"cg20068209",0.110331891506781
"cg16347018",0.0244120695552019
"cg17552909",0.753525101438586
"cg05980785",0.529526310575937
"cg01880541",0.916316489339765
"cg01012244",0.958238604237807
"cg10503856",0.299605373128384
"cg01577083",0.865762393953493
"cg16238336",0.796449916361244
"cg24860169",0.872103759321235
"cg22370326",0.249449177155862
"cg14624314",0.837216568546512
"cg06475902",0.542031763602335
"cg04467162",0.0528515682141028
"cg02693210",0.315234735831272
"cg18967021",0.817512003446238
"cg01317029",0.839400751836076
"cg06532212",0.636126087945445
"cg06386307",0.329306763732932
"cg24020215",0.200383660796769
"cg06524531",0.827732332291694
"cg27079322",0.704184490881515
"cg02054792",0.0737551583092369
"cg01716683",0.821524608368234
"cg03906434",0.410513843804735
"cg18317135",0.776973580991879
"cg25394203",0.234152109520463
"cg23801965",0.547172458715307
"cg00290758",0.740710907809441
"cg08380411",0.291723851367901
"cg16780078",0.490346194352621
"cg00725994",0.883717135282667
"cg22274745",0.1626729421644
"cg03573068",0.227192194450317
"cg10378795",0.475315558556389
"cg17817168",0.356206440081234
"cg22112110",0.938634436299062
"cg13876844",0.79393156484094
"cg00764307",0.857424228660882
"cg08035082",0.8939141419473
"cg13700073",0.515578809039264
"cg03865667",0.266076795878348
"cg13205937",0.890505812844772
"cg01932823",0.505425371581869
"cg07081739",0.682487653012618
"cg24461627",0.729097282777864
"cg21181453",0.825879205088551
"cg21761639",0.670478732237914
"cg11335335",0.374901530035114
"cg09679862",0.84947161507526
"cg09516523",0.890838260943019
"cg23015468",0.81947067947322
"cg26394196",0.924907629837791
"cg02904344",0.728957770231963
"cg13930766",0.78167982824022
"cg23201527",0.731257621045202
"cg06847021",0.883504189713551
"cg19845127",0.843928091122017
"cg20049294",0.060428780919112
"cg02797144",0.92862144704749
"cg16322792",0.556698368246402
"cg11857514",0.7733292335601
"cg20587168",0.541740222739407
"cg06866033",0.806469243037078
"cg23605991",0.449347469263572
"cg26829101",0.463597458621025
"cg10009464",0.75033435176526
"cg09636302",0.704374573500809
"cg15837252",0.464470187904069
"cg18522231",0.459329662948778
"cg21333406",0.731921171711745
"cg24450239",0.803849731144464
"cg05070250",0.868672948226214
"cg01026233",0.823736809176133
"cg10852096",0.574577319848047
"cg18181229",0.93756730224444
"cg23343875",0.834477602743314
"cg03994942",0.28377184950322
"cg03400731",0.6870395591098
"cg23891087",0.830543461911514
"cg16128096",0.865973633914593
"cg14303526",0.779211776818374
"cg08794954",0.370517630674498
"cg06942701",0.193521345309801
"cg18731680",0.43814230102551
"cg01835368",0.790612822160827
"cg13270625",0.8277456301176
"cg17515145",0.346671817412806
"cg08861556",0.067156058258812
"cg24859236",0.806017269014746
"cg18357676",0.681841740268436
"cg09580393",0.224659993861982
"cg03097714",0.945131936802584
"cg06420834",0.665394247965409
"cg15186616",0.840690834407719
"cg27032427",0.825337304520181
"cg18257485",0.576162730726799
"cg20595453",0.733112833846231
"cg00003965",0.888453984038913
"cg20070418",0.941947600067351
"cg18944383",0.772707897357658
"cg07004744",0.927659486137845
"cg05029558",0.523851151085436
"cg11166303",0.743709603496084
"cg12710648",0.173781472277671
"cg04471919",0.894590590905152
"cg27229100",0.755641712354706
"cg15215033",0.648242913556157
"cg16239216",0.844620996225168
"cg27518892",0.281651879703353
"cg20971958",0.953133286204105
"cg26118131",0.630597525930341
"cg00290974",0.154300522689222
"cg05438719",0.875290125327332
"cg07207652",0.826509334987339
"cg18137308",0.113717297848439
"cg16741889",0.95142328691005
"cg13908359",0.943138767862524
"cg18176482",0.55543146360999
"cg07044422",0.286065605364903
"cg10632600",0.848890805367666
"cg07045469",0.926089570857059
"cg00697486",0.891066475060757
"cg10211414",0.648874929044113
"cg00478326",0.823736749717381
"cg23029635",0.919301240242894
"cg03065476",0.664101328387843
"cg03100639",0.733373415489448
"cg08539991",0.799272000958121
"cg14021021",0.88713884676674
"cg14915462",0.887994669921285
"cg14321284",0.550206194554815
"cg02679336",0.80339968194603
"cg06215691",0.321781211089259
"cg00906833",0.876348952337141
"cg05320897",0.761212237331485
"cg18405341",0.65463909352507
"cg01774027",0.402647336789639
"cg04530628",0.43925824120791
"cg18474153",0.75973773423777
"cg18446110",0.494814558322967
"cg26621699",0.274236022473701
"cg24346905",0.141825337061222
"cg02153855",0.46611849663688
"cg12946808",0.143927131654798
"cg09042411",0.826853304116877
"cg16139785",0.702118334909404
"cg02304751",0.879442494622231
"cg12078155",0.348147316722034
"cg00507008",0.133791340639095
"cg03227963",0.875489082940137
"cg11251858",0.153478678500565
"cg27107363",0.917446933349575
"cg27223047",0.232624277640224
"cg21674153",0.162638621331
"cg21790991",0.637514747184507
"cg07685786",0.643415322989674
"cg09498078",0.636381838161963
"cg22713958",0.857820401618566
"cg07343335",0.939742166243146
"cg00580652",0.248701631823642
"cg06595072",0.749093647581967
"cg03902201",0.0624789317227463
"cg21780711",0.675680904800261
"cg08159724",0.574057786025729
"cg14164099",0.557799520892941
"cg09144520",0.661213462599512
"cg22700880",0.736017708077297
"cg10210594",0.205679283052212
"cg12084750",0.831484838172804
"cg04112366",0.77610248797354
"cg12681727",0.668615319205612
"cg23684410",0.47536353268535
"cg14372792",0.358748160926202
"cg14069347",0.775489737461864
"cg05685056",0.792392035379109
"cg01839565",0.830836628224061
"cg24390590",0.370511766587111
"cg26605668",0.528290648176436
"cg17117171",0.101473445778181
"cg09405380",0.841474602407801
"cg11963006",0.317375589691635
"cg14606328",0.849230389638811
"cg09270028",0.8484501708744
"cg26108594",0.24727177816307
"cg02524205",0.671461857285621
"cg19033555",0.911850823743641
"cg22141459",0.710302923515554
"cg18915156",0.866687451113281
"cg24768077",0.80172796525246
"cg05986933",0.159200445357367
"cg21093005",0.900418063993395
"cg26766373",0.289009019486916
"cg12698349",0.218190657052761
"cg17527673",0.176453601652564
"cg12729838",0.451793947532047
"cg00292513",0.359468446177159
"cg10832655",0.904916355468263
"cg07531287",0.870024497564786
"cg25287272",0.368841168218283
"cg04272820",0.485608871473406
"cg07617317",0.122962235705838
"cg20768399",0.73419485897722
"cg14070755",0.68127242769131
"cg00975876",0.727978969454412
"cg24761668",0.841627866006541
"cg16608443",0.643623024261253
"cg17967059",0.134161054830944
"cg23480021",0.771936441968697
"cg21915449",0.746768653164139
"cg06397427",0.870908967532198
"cg27396498",0.546747694213849
"cg05221455",0.21192289495137
"cg24898914",0.872010221440538
"cg16162590",0.739381090135487
"cg01704474",0.452073002039074
"cg02225599",0.32868739175224
"cg18428006",0.568391000987677
"cg13485469",0.752431855148071
"cg16506114",0.735600977695156
"cg13171904",0.835252060955515
"cg00524443",0.722268898748644
"cg20628376",0.379267890656541
"cg17564183",0.917863533684425
"cg17042892",0.226694334972321
"cg11723077",0.425652285899472
"cg13533061",0.387441826688536
"cg04422990",0.154199873155861
"cg17842822",0.328217152571107
"cg09289148",0.626490676148218
"cg23056539",0.953105439232745
"cg00534468",0.835766925543191
"cg07927098",0.8712193019747
"cg14310935",0.953464818948339
"cg00381755",0.155104505777713
"cg12023170",0.204363240460748
"cg17813208",0.492051271225648
"cg09726469",0.10944833598664
"cg04661436",0.80161572998275
"cg23989012",0.594401954680513
"cg22143352",0.63771800703103
"cg17390918",0.497051414967044
"cg02192117",0.1237150529919
"cg16561057",0.173946739848669
"cg02691506",0.385958314630775
"cg13077050",0.972432607982625
"cg02152351",0.887368242505058
"cg23155965",0.913548842776925
"cg25194612",0.891500230798937
"cg25357706",0.781716806592477
"cg16545743",0.765523810076196
"cg05249479",0.115318080709247
"cg09126279",0.12223113410267
"cg11482794",0.187538729995047
"cg10721755",0.415486656303801
"cg00632560",0.907894574004609
"cg26787256",0.869320226940112
"cg26395382",0.258662691738626
"cg16916688",0.894528354374171
"cg01333080",0.62533813309469
"cg23886216",0.723944462205157
"cg25487775",0.548832442975288
"cg07986058",0.713562380845682
"cg11178337",0.174730522840591
"cg20241876",0.501210363152761
"cg07716131",0.40031363953582
"cg09803764",0.506065599656542
"cg19397885",0.65250830250682
"cg01789499",0.956413305617555
"cg00418735",0.778109238139573
"cg20553766",0.555668593269467
"cg17045772",0.895526170745178
"cg02761866",0.737606417976766
"cg00472520",0.78679408677759
"cg10842070",0.956015492406226
"cg02430935",0.171840941391631
"cg19478105",0.884165848028291
"cg00085370",0.721670327995899
"cg18261246",0.275547306984432
"cg06698707",0.828250846102859
"cg07633530",0.724359058660614
"cg08038629",0.32316569493855
"cg14515811",0.908589051594602
"cg00443981",0.952697326576483
"cg25588792",0.601110306991749
"cg20227326",0.928424198474795
"cg14911520",0.765176148655232
"cg09321307",0.643202026906423
"cg26833883",0.380166641581371
"cg19640581",0.952059745044544
"cg14938111",0.156876268382537
"cg10261205",0.778701446704656
"cg18980263",0.891011508824078
"cg13001878",0.864472295227122
"cg09201238",0.735864387607947
"cg17904575",0.724955166963165
"cg09573359",0.136974194881046
"cg23933602",0.0310855955227067
"cg14945287",0.89175250184529
"cg23992194",0.852270469507029
"cg03214303",0.672980331846062
"cg07780782",0.617822332477092
"cg07026636",0.447667265324196
"cg02268192",0.390575265996397
"cg05266212",0.330542117943706
"cg22720041",0.103772080624242
"cg06186450",0.730133465050451
"cg01140616",0.75655884695597
"cg14066207",0.927400355575243
"cg25006823",0.625531762720357
"cg14696334",0.398547279902115
"cg08987251",0.463853329732842
"cg08331635",0.731976526764611
"cg03600259",0.385303681772591
"cg16928869",0.850668558716782
"cg06456717",0.804404411426681
"cg10006442",0.689787394430236
"cg00902153",0.201811424186646
"cg10907868",0.628593741854456
"cg00643296",0.471536192722666
"cg08601574",0.112806962607153
"cg15779716",0.454969500253914
"cg00603435",0.862517057730926
"cg21161403",0.764191680506253
"cg22901297",0.670530152052631
"cg27203917",0.124712147069772
"cg19683780",0.721959357224762
"cg11504517",0.253092172780587
"cg17935233",0.458531190196689
"cg07313589",0.124155664338555
"cg19564367",0.316826262967289
"cg09264782",0.936939539239213
"cg11007110",0.870956003894579
"cg23807646",0.756588687319107
"cg10327440",0.317467022696789
"cg15918259",0.886424533582803
"cg21503202",0.621205379542379
"cg14132103",0.766011328634337
"cg01267165",0.868280078688481
"cg09528056",0.205661316469913
"cg20444256",0.66327237676775
"cg18852618",0.233360284735475
"cg25634041",0.646291161716511
"cg17297634",0.59829534656079
"cg22430565",0.806924916055691
"cg10735015",0.453573132054381
"cg04012535",0.557188803494937
"cg01332534",0.440143927628604
"cg19554569",0.896184086468794
"cg04255770",0.944416791947875
"cg18458509",0.234327812753678
"cg03257293",0.614838531639788
"cg14525310",0.891973232410635
"cg21594278",0.306076225349463
"cg04807561",0.805662534575033
"cg13842421",0.822261983689853
"cg08850243",0.410642760562098
"cg10109215",0.273321972996951
"cg21144009",0.838068027640446
"cg01904812",0.706873106363557
"cg03108347",0.46674468803515
"cg06359132",0.766771436014148
"cg02532213",0.22285910972056
"cg06513695",0.454883320738259
"cg06851971",0.779785877056445
"cg15473617",0.927218994871843
"cg19241973",0.704616445665824
"cg08466982",0.0712101415771621
"cg11069748",0.865894079007258
"cg04232972",0.243972101541901
"cg06349450",0.806483954988383
"cg11150807",0.920860602565945
"cg22141696",0.911757825187678
"cg05523911",0.273490565828035
"cg04370730",0.634391087982361
"cg26767198",0.619204774658536
"cg02614024",0.200605888993738
"cg27604145",0.460221968306505
"cg04617549",0.859524934166312
"cg16692735",0.681842419075738
"cg16795184",0.653756661709308
"cg19863740",0.194186100285847
"cg21300267",0.742121441144436
"cg22004069",0.44140401038381
"cg19901101",0.863457346574586
"cg14500300",0.670925012994751
"cg03068068",0.684429674014222
"cg02304824",0.827533878324289
"cg16397968",0.770073079558898
"cg16421411",0.972154326460664
"cg06219301",0.940295252356371
"cg08120831",0.324821622781021
"cg26325867",0.636144251637798
"cg03829194",0.710609155788472
"cg09978533",0.313965509996473
"cg22312904",0.544449483528062
"cg27384918",0.842558851601653
"cg24911283",0.827718613891629
"cg19937039",0.781557441161831
"cg12159314",0.767494282882851
"cg08189186",0.693117737707121
"cg26902557",0.274666781317733
"cg10094994",0.38144089891739
"cg05598727",0.404115221316116
"cg00568384",0.672223328991417
"cg12351126",0.13690169923774
"cg18837178",0.934812882932855
"cg02018277",0.0502980549293497
"cg19784545",0.809418521830085
"cg07704699",0.283726605566584
"cg15860624",0.668253602524916
"cg03618918",0.86185417962828
"cg11418508",0.701883457323574
"cg21855135",0.261479815515018
"cg21910650",0.349496648655216
"cg01770296",0.744521334317392
"cg22646210",0.753056311129108
"cg03819227",0.534206059628698
"cg24507266",0.381531196923304
"cg10230190",0.649518103437367
"cg05898188",0.621465013416533
"cg27051129",0.933763080098731
"cg15028458",0.75977478564415
"cg07026433",0.260341761981346
"cg19998432",0.707302582848678
"cg09615505",0.279586391535415
"cg08481075",0.229292583911603
"cg11812625",0.867564957141159
"cg00933542",0.782333367218222
"cg03727754",0.850277940243526
"cg13079571",0.576190288608124
"cg04896706",0.24937226617616
"cg09963123",0.239912517080142
"cg01306563",0.549150024360471
"cg01811272",0.860323505294093
"cg20065768",0.296148905323298
"cg21315018",0.0924222870715409
"cg11560627",0.955479796727012
"cg25113360",0.337830929572108
"cg20097593",0.527824048659959
"cg20908276",0.967896192487255
"cg20780880",0.551587873085986
"cg09740560",0.330549880209126
"cg11594731",0.126139082165709
"cg19764143",0.158821356676889
"cg26126740",0.880283026696442
"cg12013713",0.822643308885738
"cg01322214",0.533649394848019
"cg26368737",0.989200852394586
"cg26503073",0.199838790039791
"cg23473443",0.115659020808898
"cg03234813",0.884648980394288
"cg10652057",0.820390132163623
"cg06710769",0.470854880196855
"cg05144208",0.957592160298485
"cg18309255",0.905888813174058
"cg09333785",0.357917214854686
"cg13518121",0.962422538581468
"cg19544767",0.791780471108739
"cg25029446",0.907587125844439
"cg27264390",0.859535720913668
"cg22489277",0.0642149062356017
"cg10187029",0.110675996321826
"cg13673960",0.629388886574512
"cg23739027",0.880799036311204
"cg11433866",0.233497030953815
"cg07283582",0.762182415513589
"cg21594651",0.963125916601061
"cg22160263",0.911065781412553
"cg21291342",0.611130163695357
"cg14183693",0.0812794587274184
"cg06088282",0.524079150165926
"cg00338996",0.916002473998351
"cg12462720",0.285323426308137
"cg03273715",0.843438132355526
"cg07557690",0.268209205193762
"cg15409133",0.19730642462816
"cg05163268",0.849308049374915
"cg13064789",0.806077874537766
"cg09174870",0.685218340410396
"cg01773685",0.827282946516057
"cg20255723",0.15794344185917
"cg18755531",0.68244186581142
"cg13088556",0.499725141715365
"cg23250528",0.899919839825245
"cg18645642",0.86264863263146
"cg05506292",0.639375381337891
"cg00121533",0.111116926396185
"cg20403528",0.900960599529965
"cg20826576",0.334952066354215
"cg05373962",0.727005533693022
"cg05642789",0.361641205938288
"cg17811845",0.779932532607594
"cg02255098",0.676869363169894
"cg11852579",0.296413449151638
"cg12259792",0.60345274440283
"cg19959917",0.762639004094331
"cg16049864",0.201810782625187
"cg19352832",0.696825490840808
"cg10468070",0.419417968766434
"cg05381960",0.452232897663526
"cg08912400",0.159394199358618
"cg21477075",0.868559537138222
"cg08496737",0.618869083952432
"cg08778631",0.915333053115506
"cg21150108",0.837524254508698
"cg06917617",0.474626787591903
"cg08457232",0.750748832775397
"cg13539205",0.117849704287943
"cg21646366",0.87709387012319
"cg00334691",0.878100415161272
"cg13419330",0.818856986305769
"cg00989315",0.875199579430516
"cg23951474",0.780828689909612
"cg04968253",0.936164647948428
"cg22556143",0.866330572230878
"cg27153759",0.158701477470122
"cg09184832",0.0611519027206876
"cg19025461",0.348125307973166
"cg01204911",0.699004358161777
"cg06380401",0.958944934482397
"cg14245199",0.827532364309165
"cg16739679",0.852852964772884
"cg10721220",0.249681657519775
"cg16366686",0.620770501731234
"cg16264616",0.399316802145343
"cg11875995",0.912197610467477
"cg13041597",0.17600155229486
"cg25635591",0.939959978216435
"cg20514239",0.84877668544565
"cg03034180",0.719100363381414
"cg05837683",0.890512868088518
"cg07155422",0.842057561066334
"cg09013655",0.896707057645032
"cg01543179",0.423078923591623
"cg14437551",0.788803561501094
"cg20550965",0.976651976280697
"cg04469998",0.756925318684698
"cg14255243",0.930171477161057
"cg19641804",0.757493775693844
"cg22897522",0.301503727950539
"cg11094568",0.696090396840391
"cg00613752",0.321114743049568
"cg06214253",0.917173231359887
"cg23586959",0.796834441219766
"cg15048902",0.169693440156585
"cg12110801",0.49071611728836
"cg09534232",0.959972155225506
"cg26530301",0.774827129797265
"cg22825644",0.466946903912053
