CpGmarker,CoefficientTraining
cg02409125,0.034343153
cg08945443,0.018732737
cg02596940,0.010883086
cg25501191,0.020501458
cg10243348,0.042467553
cg07344468,0.022459377
cg04004158,0.012348894
cg12067764,0.046885013
cg03796580,0.06032775
cg12637397,-0.013463027
cg00650641,0.011294348
cg26195482,0.051867511
cg20171559,0.009576642
cg21121843,-0.013935661
cg01940273,-0.01418083
cg12495283,0.007599456
cg21159778,0.007000965
cg03526776,-0.044307767
cg14428733,-0.068703909
cg06831064,0.063849383
cg01768131,-0.000232558
cg05673882,-0.041191101
cg13104185,0.002221646
cg25104872,-0.029392996
cg00630991,0.021331723
cg18455616,-0.016636542
cg24141663,-0.016829797
cg10333311,0.015917164
cg09336589,0.029402276
cg17855045,0.059929964
cg04326337,0.006220228
cg15038110,0.016792605
cg10854767,0.016544125
cg13442016,-0.026223762
cg19922871,0.1269425
cg02113429,0.16568788
cg19416570,0.025595105
cg01095658,0.014651106
cg05330056,0.009499025
cg06490943,0.012846842
cg00161791,0.044233565
cg23760687,0.002975545
cg04400841,-0.021739244
cg17293936,0.009224904
cg25123670,0.003356405
cg16661269,0.025357409
cg25410668,0.026968243
cg24620635,0.014014881
cg04987734,0.044868843
cg17199483,-0.024710293
cg12009398,-0.000808351
cg22407942,-0.128215836
cg17324149,0.003169827
cg00636737,-0.069616799
cg13279476,-0.029153408
cg09155044,0.089743179
cg17757000,-0.023587313
cg16867657,0.002310135
cg09923671,-0.031656673
cg08143875,0.042020966
cg03978579,0.077127667
cg25654926,0.002472185
cg16529323,-0.054393486
cg15775914,0.002910472
cg17416165,-0.002396951
cg18912107,0.036174631
cg05575921,-0.062456353
cg12040750,0.112728474
cg10123662,0.049072695
cg10749808,0.025579571
cg06620514,0.032967651
cg18448426,-0.021613454
cg25256723,-0.032464365
cg21302622,0.002460761
cg22720790,0.04385355
cg14232108,0.066078151
cg01710886,0.01595858
cg03617826,0.04487485
cg07951355,0.005572862
cg27483767,-0.026844695
cg09313831,-0.01600227
cg20022036,0.000825886
cg06192883,0.087834258
cg17063143,0.018021726
cg01349088,0.028308832
cg20840847,0.007324201
cg09602350,-0.130035576
cg13502252,0.002544899
cg12808565,-0.010869571
cg24694018,-0.05613222
cg03190891,0.072819858
cg23531049,0.0162823
cg19503249,0.034575799
