CpGmarker,center,scale
cg00160914,0.220260779211904,0.1264312160589187
cg00162401,0.0336824718414754,0.0160558191969667
cg00162643,0.0306548919068693,0.0266908708494776
cg00164898,0.0418381875155957,0.0323586991828521
cg00167504,0.0407019027841595,0.019459701261467
cg00168082,0.0570436015904506,0.0271251058907222
cg00168785,0.1007865641584957,0.1086044223659614
cg00168942,0.6208384079345476,0.204135871282592
cg00171126,0.0478680163682162,0.0324710208773052
cg00171161,0.0592193005982543,0.0283784893569489
cg00174500,0.7145390705298906,0.2577155631397407
cg00174901,0.2768920004285257,0.1887112742215885
cg00176210,0.4026384816319412,0.2804365267846632
cg00176879,0.8995283279631736,0.1226907264762834
cg00177013,0.0588681195133372,0.0342857376233851
cg00177698,0.0466128963768816,0.0181115592447465
cg00177923,0.0437079459747955,0.0190954535351252
cg00178790,0.052319207396088,0.024849377278978
cg00180012,0.0456072177188074,0.0175180980066439
cg00183916,0.0417583076119378,0.0255894194394438
cg00184893,0.0431444451723046,0.0226769359622205
cg00185103,0.8419661706570197,0.1392467947768301
cg00185839,0.0362487793098342,0.017166283680258
cg00186701,0.356175701096267,0.1841227836877367
cg00186954,0.7760459195506284,0.1880448479469608
cg00187380,0.141337995246174,0.0807031196443797
cg00187686,0.3665178557747365,0.4875667634745874
cg00194146,0.1483522940318405,0.0786787963556171
cg00195561,0.8553679598591637,0.0535563420294004
cg00197641,0.0624548272727879,0.0220539752884778
cg00199549,0.924626876461409,0.0664279771505991
cg00200063,0.0348552035123081,0.0141989021894348
cg00201234,0.1399482549516293,0.1363430885370248
cg00202702,0.045375702398297,0.036047561026633
cg00206052,0.0456740974070097,0.0233105900463664
cg00208830,0.8169259315579166,0.0938108782853472
cg00208967,0.2442515670041103,0.1185853971217517
cg00209066,0.9185695185111148,0.032541420880801
cg00210842,0.0345142670137795,0.0249118983068008
cg00211661,0.0461108991719836,0.0270794978611454
cg00213331,0.9106313646803657,0.0540822427998223
cg00213714,0.0636376799700221,0.0363919600646053
cg00214855,0.0857061012721708,0.1007668391251484
cg00215066,0.9318124714841642,0.047946955126916
cg00216361,0.0553199277423843,0.0258337544886275
cg00216758,0.0767530334595764,0.0269911197687288
cg00217795,0.553324875783799,0.1479246670362709
cg00221494,0.0840100910576486,0.1465896772060297
cg00223186,0.0342225037830743,0.0165185146845783
cg00223950,0.0608194529095779,0.0221449708763193
cg00224508,0.0410060692837015,0.016713227071943
cg00226904,0.8395446764450964,0.0863320994814574
cg00228799,0.0456598058700018,0.0177960461551418
cg00229387,0.3721065254093433,0.1441497880550951
cg00230271,0.0457153708381225,0.0257365733268725
cg00230368,0.0524206050711583,0.0164136597464142
cg00231644,0.1724576086781472,0.1197331746062116
cg00231920,0.0633433456294551,0.0378169642452221
cg00233307,0.0982823255975919,0.1283663485375986
cg00234616,0.1727042712187441,0.1364428378603192
cg00236832,0.0929847151161125,0.0509342718919012
cg00237010,0.8078199021086583,0.1606972582235476
cg00239071,0.9338804231435756,0.0671994950568697
cg00239685,0.0735445093433803,0.0391986282793941
cg00240432,0.0438422765517817,0.0192046203087806
cg00240880,0.8280049317787243,0.1606657684001173
cg00241355,0.0517430322633355,0.0311637222461671
cg00242839,0.5808148837765532,0.2198938440260103
cg00243313,0.0331020247031607,0.0162752870968321
cg00247489,0.0297211783381997,0.0130338939693753
cg00250430,0.1152475643255366,0.1080871189919654
cg00256074,0.8921617514413759,0.0896017685322535
cg00256166,0.0392797265919888,0.0160458831410208
cg00256281,0.0450874598125655,0.0357211776647223
cg00261552,0.0491907515202824,0.0250058087586032
cg00261781,0.0206916157507759,0.0235354097338508
cg00262415,0.0360075655549463,0.0154961587936717
cg00265415,0.0325107964146263,0.0227958856808694
cg00265490,0.0573049720189364,0.047648188009012
cg00268009,0.028696296938169,0.0116139591725835
cg00268338,0.0395383955257041,0.0236888569044344
cg00269115,0.0256986197474617,0.0113676375318264
cg00273068,0.1556444558308222,0.1073799622590401
cg00273124,0.8589195810996875,0.0586925382711895
cg00274399,0.0623595488773598,0.0255387614545263
cg00275232,0.022265322458978,0.0297427989157969
cg00276797,0.0338159901743417,0.0150908946669014
cg00278366,0.3568341048979777,0.2294791229789755
cg00280814,0.629068211245925,0.310359635329551
cg00282347,0.0923750092294521,0.0451213179355959
cg00282683,0.0406642058919211,0.0217786991282165
cg00288562,0.0240987618651275,0.0247404681701061
cg00290028,0.0279513869433711,0.0122650327413663
cg00290506,0.0244287591107515,0.0221083320160749
cg00291877,0.0629141180790138,0.0437935283821298
cg00292662,0.0702685103839105,0.049492360749062
cg00292971,0.6757511975968322,0.2296061138495631
cg00293409,0.0636151884245193,0.0295697252610396
cg00294382,0.2019885799652443,0.2217480720746139
cg00295206,0.0499053015275224,0.027641774963374
cg00297584,0.0662851957150657,0.0395514145175181
cg00297600,0.5649908576935232,0.1750882839429738
cg00302793,0.0761141058653559,0.0560912366099509
cg00303548,0.025369616715105,0.0209690816114327
cg00307685,0.8964930048128223,0.0369952339357027
cg00308133,0.0142044611903717,0.0113227349893623
cg00309056,0.0687391393557911,0.0377502395362852
cg00309204,0.03359677517418,0.0207877749303309
cg00311768,0.7954280794347306,0.2805453220906418
cg00312919,0.0420580811119727,0.0241262482286114
cg00314943,0.839501347634783,0.0491819845382299
cg00315936,0.0917683631081373,0.049730852678994
cg00317680,0.0858950154199101,0.0798293580770401
cg00318573,0.2199824181694008,0.1605322733934541
cg00318865,0.0460108272642615,0.0346391397270776
cg00319692,0.7583825947216086,0.0752326970026674
cg00320243,0.0586475807697159,0.0402149822814096
cg00321478,0.8870745580497145,0.2406571753815027
cg00323915,0.5959428687853286,0.1966122134314925
cg00324733,0.0543826260741573,0.0293692930720932
cg00325491,0.815935676710253,0.0994257826510685
cg00327185,0.0546069730865271,0.0917317297784632
cg00327483,0.8527860005886965,0.1573570376602368
cg00332153,0.1096421478870014,0.190614988151055
cg00332745,0.0425787216911692,0.0168361056364497
cg00333226,0.1312423899656697,0.0809456104647172
cg00333528,0.3279208616188391,0.324403132577113
cg00334507,0.6636108481079647,0.1509093883540713
cg00335286,0.5793393571501021,0.3030103841293846
cg00336605,0.0452201235741487,0.0254561554447425
cg00338702,0.1053039794608255,0.0821457002820004
cg00340102,0.1868942156989708,0.1035703482880218
cg00342530,0.706321583844512,0.3942251827576856
cg00343092,0.0646172250318978,0.1653144865706497
cg00344358,0.8959617261952411,0.0697673285507766
cg00344372,0.7580362445299129,0.2170347135692644
cg00346145,0.0900068352330805,0.0443136421136959
cg00347729,0.6860337035129194,0.2150006511546761
cg00347904,0.115911854707608,0.0921718705885336
cg00350296,0.3198896543332855,0.2089067376346542
cg00350478,0.7360066229764777,0.1258552906800188
cg00350702,0.0430874149166342,0.0166210296478989
cg00353953,0.3395372551654693,0.1339190697914223
cg00354572,0.0862594239808168,0.0668587345145369
cg00355802,0.0444656338787872,0.0242941467190626
cg00359325,0.0675031401254716,0.0291311235273936
cg00363813,0.0479279567282254,0.0719502974760636
cg00364814,0.8807734641864178,0.0962332370083904
cg00367438,0.0935057922721392,0.0412573823006024
cg00368415,0.03579645652531,0.0309856016831181
cg00371195,0.9191458495076577,0.0369578937865686
cg00374717,0.8969545475551013,0.0594366188688753
cg00375964,0.0423154012495299,0.0290757955945309
cg00376639,0.0555834559332908,0.0669477248069748
cg00380464,0.0633549276391209,0.027566611465592
cg00381076,0.0409761502077263,0.0223388382302977
cg00384537,0.8006287152482051,0.093548516067482
cg00386408,0.2041688108410965,0.1330030325994671
cg00387170,0.1120825930336489,0.1119763450971187
cg00393585,0.0925972268261882,0.0640509546703395
cg00394658,0.2919310914084966,0.1289188812890339
cg00396894,0.7552642929504129,0.0999234069274097
cg00397740,0.0465163975767731,0.022961084792346
cg00398048,0.292238273362062,0.1674156688772791
cg00399483,0.1894452635535511,0.0989853174022273
cg00400263,0.9245399135161128,0.0591591534709675
cg00405070,0.0509866640888243,0.0172902734826393
cg00405568,0.0489470239947859,0.0327017796210168
cg00405677,0.0648527372944034,0.0365660811381797
cg00407150,0.7692246764827806,0.190742936359163
cg00410419,0.0674509146363294,0.0425897578894084
cg00410576,0.038653207787152,0.0181836508935072
cg00410895,0.9154705299654876,0.0965435648898969
cg00410898,0.0955825218357796,0.1008571380010403
cg00411097,0.3556252111758526,0.189591330818756
cg00412772,0.5754067341094654,0.2276624919426876
cg00412805,0.8942430916592181,0.0925536331722909
cg00413066,0.8861677009736448,0.057955674277442
cg00415993,0.3948408793776087,0.2312983130961087
cg00417297,0.0331246347316905,0.0122845997833064
cg00418150,0.3474012094106338,0.236012148640572
cg00419564,0.0395708317792428,0.0239984368661786
cg00420568,0.0662138311653308,0.0520678064786885
cg00420715,0.0355021563405138,0.0162968913141031
cg00420929,0.4596825921615199,0.1202269612894401
cg00422913,0.0605366798694847,0.0285589196097653
cg00424946,0.0341803947634242,0.0151779933682587
cg00425710,0.7691883687710999,0.1449326325383624
cg00426056,0.0407988590216301,0.0366989232121032
cg00426498,0.2074058215240803,0.113945122761549
cg00426963,0.032093073870131,0.0220160351157927
cg00427635,0.3461236972308065,0.171101481794821
cg00430287,0.8666355404997111,0.2715378373197544
cg00430945,0.0760094118921032,0.0374549570983281
cg00431050,0.5645959894502923,0.1681724237546475
cg00431549,0.2840248506117241,0.2256145487092121
cg00432979,0.0262792968558483,0.0212234491107596
cg00435408,0.0475472367567903,0.0436280480402431
cg00436282,0.8595914442103815,0.0771677039087164
cg00436301,0.0410365897561877,0.0172303560844755
cg00436603,0.7061121079471162,0.1493612787638633
cg00441382,0.0338621153252285,0.0179641803479134
cg00446235,0.0698611661125498,0.176971682365809
cg00447208,0.1007474260680214,0.6281789860402003
cg00448720,0.7439984731107088,0.1581623650908389
cg00449941,0.0433257554767379,0.0193818517099842
cg00451635,0.4714137289409382,0.2634920575725311
cg00453193,0.0316695190063602,0.0187774102544227
cg00459975,0.0612361503387306,0.0508985603366028
cg00461841,0.7939956522569924,0.2125998563231687
cg00462994,0.088826171392771,0.0674270303146446
cg00463202,0.8869325633341025,0.1436416131804837
cg00463848,0.8794781477945158,0.0869491919776602
cg00464269,0.0375558943232006,0.0193220503058188
cg00465284,0.0592777592989592,0.0338165908774264
cg00466249,0.5249858640637663,0.1504409771750502
cg00466492,0.7940461925117595,0.2239058782640837
cg00466544,0.0438176102566169,0.0225415895839521
cg00468146,0.1374794283161359,0.1085547049613361
cg00469635,0.0102409250308653,0.0119111192928566
cg00471562,0.0482865100203736,0.0376354580652942
cg00472814,0.039018996694498,0.0244744343558856
cg00474004,0.8529409164181427,0.117966074389994
cg00474209,0.0687730640210815,0.0242348681974785
cg00475955,0.0238336798301326,0.0142346467666769
cg00476580,0.0346823134120802,0.030115629811403
cg00479269,0.0471052187019653,0.0361762188947894
cg00480115,0.8610890658210497,0.2846660407885268
cg00480356,0.1436863416219217,0.1222153614799103
cg00483154,0.0312493006231536,0.0161976831826749
cg00485296,0.0298175197624895,0.0206603985022339
cg00487159,0.0537289481874134,0.0241770563927238
cg00488718,0.0406902490827544,0.0171902149684926
cg00489401,0.1772319573895968,0.1381429749585989
cg00491404,0.8093264406528551,0.1379194559057309
cg00491839,0.0763696613099194,0.0325702970374318
cg00493400,0.0371843204176071,0.013541232394123
cg00495415,0.0270141943341405,0.0156428885455966
cg00495442,0.0693859159959243,0.0319261797269611
cg00496170,0.0357201821433465,0.0146797704625008
cg00497251,0.0964256680021282,0.0700473702256218
cg00498305,0.3334502850571224,0.1529734020344415
cg00499599,0.0565753105954544,0.0307083551771834
cg00499822,0.1817405415622622,0.362082654561222
cg00500400,0.0736059586271411,0.0258352972344325
cg00501366,0.848093935993058,0.0677901390477089
cg00502442,0.019489325891433,0.0211917709900975
cg00503458,0.073338569764332,0.0565771643640959
cg00503840,0.2307474706745108,0.202721014973676
cg00504595,0.4344522724347562,0.3230761529066447
cg00509616,0.202046730580587,0.1580773227436127
cg00510787,0.0604365366666708,0.0592326578969943
cg00510956,0.9095164736608664,0.0638833088083102
cg00511475,0.3687292083012067,0.1054513427189721
cg00512031,0.8544227182292564,0.0512061507764967
cg00512279,0.0541027500913258,0.0582331089167213
cg00512374,0.0485414207354842,0.0243609665256361
cg00513467,0.0774519464429203,0.0402750390539521
cg00514407,0.0545247473654738,0.0727016776424938
cg00515905,0.9064818576685468,0.0670223994524644
cg00516481,0.2736851751846419,0.2184081210858478
cg00518989,0.0353134014411374,0.0197936555199657
cg00519627,0.0181731471010612,0.0196653469981855
cg00520135,0.7655505925507189,0.185891179173819
cg00521434,0.8980866914268785,0.0449082353208273
cg00522034,0.0140443821523647,0.0093540762735619
cg00522316,0.0644932888665716,0.0312522258545052
cg00528052,0.0326560969865802,0.0249918778918333
cg00528967,0.0224413779648244,0.0130883024034028
cg00532335,0.6381259690728618,0.1565010461603656
cg00532890,0.0626498652010991,0.0422035554243199
cg00534274,0.2550797522145402,0.1295931898781001
cg00537910,0.9087311826228436,0.0473784743588215
cg00539322,0.8124275052247504,0.1339617233480043
cg00539716,0.0749534675688011,0.0264234960066751
cg00540544,0.0435805598783843,0.0268805463711431
cg00544557,0.8750656845325149,0.1020202811113278
cg00545573,0.0918959866662307,0.0448215271677115
cg00546491,0.2617156211602341,0.1231239356407062
cg00546897,0.5020426335790548,0.2035035567212346
cg00547018,0.114141702215503,0.1253664883061004
cg00548060,0.866143036011846,0.0942646092450866
cg00548268,0.3114788060939654,0.1080220877258141
cg00550617,0.6825803229174131,0.1864992814217698
cg00551244,0.8384316660921729,0.0886169452438414
cg00554173,0.8139932666375531,0.0749506708030196
cg00554250,0.2513923012834359,0.4877620991334863
cg00554682,0.0666096684292477,0.0222612119017559
cg00554702,0.1203387667727533,0.1131408597063508
cg00560119,0.0418105692381225,0.0259084235014524
cg00563229,0.0295190292679804,0.0160121894566035
cg00563926,0.2242367957031349,0.1505449079651875
cg00563932,0.6289359125602287,0.2731472673293127
cg00564163,0.2362209772937166,0.1060902927182234
cg00565075,0.1673496344179085,0.0958250303128463
cg00565688,0.1181972272936718,0.1520713685113978
cg00566759,0.0532633594007319,0.0269252166832123
cg00567479,0.0338948617375178,0.0472518997581467
cg00568128,0.0556296301315661,0.0313216113535479
cg00568792,0.0683405811506154,0.0354804835033489
cg00569620,0.0558813589087644,0.0289915304753401
cg00571634,0.064655576149964,0.136715014563016
cg00573606,0.8487776029508708,0.2271116673977837
cg00575744,0.1089922723970546,0.1315809777127073
cg00576250,0.0914276321129968,0.0435404374161447
cg00577167,0.7890527446007283,0.2469326104783054
cg00577464,0.0485341638197154,0.0301987718423857
cg00581156,0.0380048200121278,0.0172373718446438
cg00582628,0.3965643774681614,0.2569756378880411
cg00584022,0.0527079537344156,0.024176501863473
cg00585790,0.2941502260102682,0.51269063049264
cg00585846,0.046433699711643,0.0200707952010233
cg00587613,0.8311839454547559,0.0817394485332695
cg00594118,0.0720524553041895,0.0365116614343422
cg00594952,0.7332015074514425,0.2016259382428653
cg00597076,0.5794834253072693,0.1858384584852071
cg00598858,0.0337781598579789,0.0144887120920066
cg00601486,0.90539865523129,0.0426547363452898
cg00602891,0.0639792582957973,0.0348413421286764
cg00605270,0.0487244265041489,0.035842104600978
cg00609097,0.0321586051375166,0.0129364298837085
cg00611397,0.8894839635601262,0.0475946297092796
cg00612467,0.0656800954966895,0.0274282408914667
cg00615241,0.3837480512000505,0.1634941608981127
cg00615377,0.1667849298031624,0.1400837107570912
cg00615915,0.065084303790403,0.0976593127666678
cg00616129,0.0514479022798523,0.0519807594305361
cg00616135,0.789359672605926,0.5409392349156977
cg00616369,0.0178642422434427,0.0223981016326892
cg00617305,0.0517775864935826,0.0231548321284409
cg00619207,0.4510321998508734,0.2287682827767927
cg00620024,0.7393908647242329,0.1209502475707989
cg00620629,0.0175253204856515,0.0267183632245972
cg00622552,0.2430433485035449,0.2007904774274625
cg00622677,0.0471350861055641,0.0351459757716
cg00623593,0.8866487537182669,0.0509713511232726
cg00625425,0.7454375513476074,0.122408512057375
cg00626119,0.7625673304539514,0.0865597891983314
cg00626466,0.5949869533833333,0.1408663515283645
cg00629217,0.8614051809773388,0.0946238622355435
cg00630164,0.0630552978753717,0.0786476872919
cg00630249,0.0469757117911635,0.0299488194876111
cg00630583,0.0199346161706929,0.0179275882020818
cg00631230,0.0320297001686542,0.0154428603321898
cg00633969,0.926940097672356,0.0449621545731095
cg00635481,0.0268837533267045,0.0129452504003552
cg00636639,0.0334111843391926,0.0163264663707292
cg00642303,0.0550671490309701,0.0401730685782912
cg00643392,0.3533326420217118,0.1364948029830736
cg00644033,0.8510361959394557,0.1247496078607378
cg00645579,0.5412365221655928,0.4597171364673389
cg00645922,0.0335278154308875,0.0211950755583893
cg00646492,0.0879107691161847,0.0775044959346035
cg00647741,0.3244574360389032,0.1354010891393929
cg00648153,0.0489020410336157,0.032157898891469
cg00648883,0.3097217161039841,0.3882324797631133
cg00650762,0.0155638082233356,0.0160599633844296
cg00650876,0.0287873549551025,0.0160112458341164
cg00651216,0.1128151853579582,0.0826401238868516
cg00653387,0.120073212359882,0.060737421710741
cg00654814,0.0722872936553327,0.0924432669249727
cg00654816,0.0520415492739922,0.0232617131150117
cg00655307,0.0676939711175856,0.0398921362412377
cg00655779,0.0407685866465055,0.0181208020352573
cg00657095,0.0905143065741245,0.0636457309784455
cg00657582,0.0743149414694208,0.0437103402627853
cg00658007,0.1709424063174051,0.5679142959526847
cg00658626,0.0478532791983302,0.0567406643472467
cg00659129,0.8027714327774252,0.1378938349159065
cg00659953,0.0348988171898107,0.0286580828422721
cg00660989,0.2412131812804624,0.2064234366720582
cg00661202,0.0339497454137552,0.0283848165294482
cg00662556,0.197186226498625,0.1107236159311377
cg00665395,0.0590584230133655,0.0274874065572633
cg00666446,0.0802740920677277,0.0352094134938212
cg00666746,0.2739335156151715,0.1860809962457952
cg00668685,0.8087632742409046,0.1682532532835544
cg00669856,0.0642666145186441,0.0706723859329639
cg00671161,0.014420343046374,0.0157266541225882
cg00672638,0.0929526797042683,0.0293788532084822
cg00673191,0.4497350308124946,0.1919650272437175
cg00676660,0.040991835207035,0.0253028571306542
cg00677811,0.039195977559989,0.0198068653597778
cg00678539,0.1575967001942754,0.0972295832091647
cg00679556,0.785065725526389,0.1757605763958951
cg00679738,0.0328755103809983,0.0215362204715191
cg00682653,0.0240123424538591,0.022163141310094
cg00685836,0.0341005844550482,0.0247929789568463
cg00686022,0.8818198775206022,0.0522253275879036
cg00686623,0.0690346706758411,0.0451119422436919
cg00687674,0.3522363118525377,0.1371301723410203
cg00687686,0.0763641002862649,0.04791807587401
cg00688421,0.0519082536868846,0.0217096093513814
cg00689010,0.8085418081274596,0.1871524057031298
cg00689340,0.4419218688598023,0.2152426747105554
cg00690280,0.740986612018466,0.0975193945894664
cg00691625,0.824813238772153,0.1174667147041311
cg00692549,0.0682175437432022,0.0552461743809376
cg00702231,0.6740477882080192,0.1940453023874043
cg00704310,0.0410668697365394,0.0177706704605641
cg00704909,0.0626962574999938,0.0465569799291013
cg00707317,0.0545377461916486,0.0404659902203118
cg00708598,0.2143234871344453,0.0799428610443634
cg00708642,0.0449688190764919,0.0251618734943188
cg00711916,0.0637752510876856,0.0435038255855799
cg00712898,0.0146488428128536,0.0124779219648093
cg00714377,0.0780259326272142,0.3715405280027147
cg00717862,0.0567490969999526,0.0272679551551354
cg00718440,0.0645901925740078,0.0442434171894216
cg00718513,0.6667532975797519,0.1662539100181866
cg00718748,0.0448797214957732,0.0169763083775765
cg00720072,0.0546019805573053,0.0353396208820995
cg00720137,0.0347627398155249,0.0341815337734387
cg00720723,0.0541503522794784,0.0236599651455108
cg00722300,0.8839762505791083,0.1216977465144661
cg00724662,0.075858476063035,0.0236550277288661
cg00725635,0.1130516377401965,0.0878896657628759
cg00727590,0.2587302087664131,0.1084750797229561
cg00727947,0.9020396171446972,0.050490659537806
cg00728317,0.0669792679941367,0.0662053550834558
cg00728398,0.0315230605534666,0.0210475324963824
cg00728602,0.0728784447983609,0.0623885130498332
cg00729275,0.7420910279694657,0.2238102192039314
cg00729541,0.0441271546439498,0.0227872784989666
cg00729875,0.3411561251273955,0.2711102921863224
cg00739120,0.3435099577472343,0.1394625849606079
cg00743372,0.0303208697402453,0.0127089183807695
cg00744433,0.790012095164982,0.2301120085638139
cg00745543,0.9080710847402932,0.0450939195110786
cg00745735,0.83733532035359,0.169803480267768
cg00746083,0.0387109167830587,0.0175020009573213
cg00747849,0.2669783032974024,0.1438534051991912
cg00750606,0.6369546080740135,0.1434783218526212
cg00751288,0.0352468673686404,0.0189112747354033
cg00754253,0.3531532387985365,0.2262219117989201
cg00754617,0.7498769279105229,0.1274644197736166
cg00755043,0.0742784442690343,0.0403601531872388
cg00756887,0.8468767715007611,0.0990491880452734
cg00757070,0.5676507946995367,0.2902541701989547
cg00757952,0.7646476544951556,0.1320094572913439
cg00761755,0.0352458538494297,0.0234766338674415
cg00763679,0.0565320309805035,0.0226356306848285
cg00763889,0.9046071212579492,0.1408728352626839
cg00766729,0.0372307734184161,0.0210936819182236
cg00767581,0.2532511322664024,0.1430309325432504
cg00769470,0.8647569732403705,0.0798159816265484
cg00769520,0.040000259454427,0.0190496942585316
cg00770279,0.0252073852072573,0.0109203658408472
cg00772000,0.1490661696747979,0.0936566040265528
cg00775197,0.0993583290666991,0.0620219287495648
cg00777555,0.0386901041406378,0.0262116443324962
cg00778920,0.1101379852936209,0.0944881586973326
cg00779924,0.1290910363172535,0.0827986399536748
cg00782174,0.0547425611154923,0.0321702150712601
cg00782854,0.0556814190532006,0.0313935178533813
cg00783759,0.0195660812045523,0.0146081517866619
cg00784357,0.0419788701476483,0.0278201684861186
cg00791249,0.0689463638932038,0.0300287843205168
cg00792687,0.0452811520483165,0.0197917614594057
cg00792740,0.0490865979948095,0.0212846976885899
cg00793648,0.8779122311019832,0.0718162034899561
cg00793774,0.0561517634098324,0.0441937988802182
cg00795268,0.9242546405237786,0.0561699211612041
cg00795812,0.5083703839908932,0.2252647806084508
cg00796728,0.0558641131871594,0.0310311924463636
cg00798206,0.0478596859124798,0.0248101293285649
cg00804048,0.0328496347090954,0.0600334368272282
cg00804392,0.0951965105874661,0.4405157518919341
cg00806490,0.1113488723091739,0.0551706907670675
cg00807586,0.0599857768973167,0.0599254755892332
cg00808492,0.9023863474094258,0.0755863436021526
cg00810473,0.0415569201796042,0.0253537790689051
cg00810495,0.0596508780755777,0.0496249821502027
cg00812502,0.0170491396072735,0.0162331097133222
cg00814580,0.1613646051474492,0.0805738102464208
